SCHCD,acyear,Working_Days_Primary,Working_Days_UPrimary,Schoool_Hours_Children_Pri,School_Hours_Children_UPri,School_Hours_Tch_P,School_Hours_Tch_UPR,Approachable_by_All_Weather_Road,CCE_implemented,People_Cumilativere_Record_Maintained,PCR_Shared_with_Parents,Children_from_Weaker_Section_Applied,Children_from_Weaker_Section_Enrolled,Aid_Received,Chilren_Admitted_for_Free_Education,SMC_Constituted,SMC_Members_Male,SMC_Members_Female,SMC_Members_Parents_Male,SMC_Members_PArents_Female,SMC_Members_Local_Authority_Male,SMC_Members_Local_Authority_Female,SMC_Meetings_Held,School_Developmentplan_Prepared,SMC_Children_Record_Maintained,Chld_Enrolled_for_Sp_Training_Current_Year_B,Chld_Enrolled_for_Sp_Training_Current_Year_G,Spl_Training_Provided_Current_Year_B,Spl_Training_Provided_Current_Year_G,Spl_Training_Enrolled_Previous_Year_B,Spl_Training_Enrolled_Previous_Year_G,Spl_training_Provided_Previous_Year_B,Spl_Training_Provided_Previous_Year_G,Spl_Training_Conducted_by,Spl_Training_Place,spl_Training_Type,Tch_or_EVS_for_spl_training,Spl_Training_Material,Textbook_Received,Text_Book_Received_Month,Text_Book_Received_Year,Academic_Session_Start_in,MDM_Status,Kitchenshed_Status,MDM_Source,Days_Meals_Served,Meals_Served_Prev_Yr,Students_Opted_MDM_B,Stdents_Opted_MDM_G,Kitchen_Devaices_Grant,Cook_M,Cook_F,Inspections_by_SO,Inspections_by_CM
7020407606,2012-13,216,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,18440,142,0,0,0,0,2,7
7020407804,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,48578,130,70,0,0,0,2,2
7020408810,2012-13,220,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,6,2012,4,3,2,2,0,36240,83,84,0,0,0,5,220
7020408811,2012-13,216,0,5,0,5,0,1,2,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,8,2012,4,3,2,2,0,2416,71,80,0,0,0,5,15
7020600603,2012-13,203,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7020607401,2012-13,219,0,6,0,6,0,1,2,0,0,6,6,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7020608801,2012-13,216,0,5,0,5,0,1,1,1,1,5,5,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,0,0,0,0,0,0,0,0,0,0
7030124602,2012-13,0,220,0,6,0,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,10,0,10,0,13,0,13,1,2,1,2,2,1,4,2012,4,3,2,2,0,89000,0,445,0,0,0,2,6
7030124603,2012-13,220,220,6,6,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,116593,192,1153,0,0,0,20,10
7030124704,2012-13,0,250,0,5,0,5,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,210,210,0,0,0,0,10,4
7030124705,2012-13,0,220,0,6,0,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,54120,0,246,0,0,0,4,6
7030125501,2012-13,214,214,5,5,5,5,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,224,194,709,0,0,0,10,1
7030126002,2012-13,220,220,5,5,5,5,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,3,2,2,0,131400,210,690,0,0,0,3,6
7030126003,2012-13,0,220,0,6,0,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,22647,191,0,0,0,0,1,191
7030326501,2012-13,250,250,6,6,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030326512,2012-13,234,234,6,5,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,0,0,0,0,0,0,0,0,0,0
7030326608,2012-13,250,250,5,5,5,5,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,0,0,0,0,0,0,0,0,0,0
7030326616,2012-13,220,220,5,5,5,5,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030326707,2012-13,230,230,6,6,6,6,1,1,1,1,9,9,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,0,0,0,0,0,0,0,0,0,0
7030326808,2012-13,222,222,6,5,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,0,0,0,0,0,0,0,0,0,0
7030327002,2012-13,215,215,6,6,6,7,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,0,0,0,0,0,0,0,0,0,0
7030327102,2012-13,249,249,7,6,7,7,1,1,2,2,5,5,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030327103,2012-13,217,217,6,5,6,6,1,2,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,0,0,0,0,0,0,0,0,0,0
7030327109,2012-13,222,228,6,6,6,6,1,2,0,0,3,3,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030327112,2012-13,227,227,7,6,7,7,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030327203,2012-13,248,248,6,5,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030424109,2012-13,216,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,76680,355,0,0,0,0,0,2
7030424310,2012-13,217,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,90217,0,0,0,0,0,4,8
7030424313,2012-13,216,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,216,0,392,0,0,0,3,12
7030424408,2012-13,217,0,6,0,6,0,1,2,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,0,0,0,0,0,0,3,13
7030424503,2012-13,216,0,6,0,6,0,1,2,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,36509,0,226,0,0,0,0,0
7030424506,2012-13,216,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,33046,0,277,0,0,0,0,0
7030124307,2012-13,221,221,6,6,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,283764,0,1284,0,0,0,3,4
7030124309,2012-13,218,218,6,5,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,291100,278,1062,0,0,0,0,0
7030125006,2012-13,0,196,0,6,0,7,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,8,2012,4,3,2,2,0,50340,6125,0,0,0,0,2,2
7030125008,2012-13,0,220,0,5,0,5,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,5503,0,7585,0,0,0,5,20
7030125102,2012-13,0,195,0,5,0,5,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,75270,0,386,0,0,0,2,2
7030125405,2012-13,0,210,0,6,0,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,1542750,531,0,0,0,0,10,10
7030125605,2012-13,217,217,6,6,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,2,12,2,12,2,12,0,0,2,2,1,2,2,1,4,2012,4,3,2,2,0,271721,85,1196,0,0,0,10,8
7030125607,2012-13,218,218,6,6,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,224135,333,1130,0,0,0,10,10
7030125609,2012-13,0,217,0,5,0,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,202884,957,0,0,0,0,9,16
7030125610,2012-13,216,218,6,6,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,201960,890,130,0,0,0,2,3
7030125801,2012-13,0,220,0,6,0,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,97470,0,722,0,0,0,2,4
7030125903,2012-13,0,165,0,6,0,6,1,2,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,9,2012,4,3,2,2,0,0,0,0,0,0,0,0,0
7030126902,2012-13,212,218,6,6,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,4,0,5,0,9,0,9,2,3,1,2,1,1,4,2012,4,3,2,2,0,2217,57,2160,0,0,0,0,4
7030127001,2012-13,0,219,0,6,0,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,8,2012,4,3,2,2,0,247681,2196,0,0,0,0,72,47
7030127003,2012-13,0,218,0,5,0,5,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,99058,0,0,0,0,0,2,11
7030127104,2012-13,0,218,0,6,0,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,8,2012,4,3,2,2,0,87570,417,0,0,0,0,5,210
7030127201,2012-13,0,221,0,6,0,7,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,170259,1453,0,0,0,0,2,5
7030224702,2012-13,0,220,0,6,0,6,1,1,1,1,0,0,0,0,1,2,3,1,1,0,2,4,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,3,2,2,0,58647,0,363,0,0,0,2,2
7030127004,2012-13,0,219,0,5,0,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,99058,851,0,0,0,0,2,11
7030324109,2012-13,222,222,6,6,6,6,1,1,1,1,5,5,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030324701,2012-13,218,218,6,5,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030324702,2012-13,226,226,6,5,6,6,1,1,1,1,27,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030324704,2012-13,212,212,6,6,6,6,1,1,1,1,13,13,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030324901,2012-13,230,230,5,6,5,5,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030325103,2012-13,210,210,7,6,7,7,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030325211,2012-13,242,247,6,6,6,7,1,2,0,0,2,2,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,0,0,0,0,0,0,0,0,0,0
7030325301,2012-13,233,233,7,6,7,7,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,0,0,0,0,0,0,0,0,0,0
7030325403,2012-13,216,216,6,5,6,6,1,1,1,1,7,7,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,0,0,0,0,0,0,0,0,0,0
7030325604,2012-13,210,210,6,5,6,6,1,1,1,1,1,2,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030325612,2012-13,200,200,6,5,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030325702,2012-13,220,220,6,5,6,6,1,2,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,0,0,0,0,0,0,0,0,0,0
7030325801,2012-13,220,220,6,6,6,6,1,1,1,1,8,5,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030325904,2012-13,155,220,6,6,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030326003,2012-13,230,230,4,5,4,4,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030326005,2012-13,220,210,6,5,6,6,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030326007,2012-13,235,235,7,6,7,7,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030424601,2012-13,218,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,6,2012,4,3,2,2,0,59514,273,0,0,0,0,4,45
7030424703,2012-13,212,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,8,2012,4,3,2,2,0,59155,0,191,0,0,0,1,13
7030424801,2012-13,218,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,59608,190,100,0,0,0,4,4
7030425002,2012-13,206,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,2,0,1,0,0,0,0,1,0,0,2,2,1,4,2012,4,3,2,2,0,205,18,636,0,0,0,6,40
7030425007,2012-13,216,0,5,0,5,0,1,2,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,563,0,563,0,0,0,18,200
7030425103,2012-13,215,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,89981,288,260,0,0,0,18,7
7030425108,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,5,2012,4,3,2,2,0,216000,556,476,0,0,0,10,15
7030425202,2012-13,217,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,6,34,519,0,0,0,3,1
7030425401,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,5,2012,4,3,2,2,0,18356,922,0,0,0,0,1,15
7030425606,2012-13,220,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,165212,67,826,0,0,0,48,5
7030425701,2012-13,216,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,567,567,0,0,0,0,6,15
7030426006,2012-13,212,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,69960,330,0,0,0,0,10,62
7030426209,2012-13,217,0,5,0,5,0,1,1,2,2,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,53486,262,134,0,0,0,2,30
7030426403,2012-13,217,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,6,2012,4,3,2,2,0,124657,8,803,0,0,0,2,4
7030426802,2012-13,217,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,217,3382,0,0,0,0,2,2
7030427001,2012-13,210,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,145111,1451,0,0,0,0,6,25
7030624001,2012-13,224,0,6,0,6,0,1,2,0,0,0,10,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,5,0,0,0,0,2,0,0,0,0
7030625101,2012-13,230,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7010404805,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,10,2012,4,3,2,2,0,83640,10,398,0,0,0,20,30
7010404807,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,76020,0,362,0,0,0,1,10
7010404809,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,91368,0,423,0,0,0,1,10
7010404904,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,5,2012,4,3,2,2,0,266661,834,862,0,0,0,5,20
7010405301,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,5,2012,4,3,2,2,0,90761,325,334,0,0,0,4,20
7010405502,2012-13,220,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,116243,38,703,0,0,0,1,90
7010405504,2012-13,210,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,8,2012,4,3,2,2,0,2126,332,318,0,0,0,0,0
7010405601,2012-13,220,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,5,2012,4,3,2,2,0,49226,401,0,0,0,0,12,22
7010405901,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,102438,0,542,0,0,0,1,31
7010406105,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,92086,356,296,0,0,0,1,10
7010406202,2012-13,220,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,253366,295,220,0,0,0,1,0
7010406407,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,78310,199,185,0,0,0,2,5
7010406606,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,3370,117,104,0,0,0,2,4
7010406608,2012-13,208,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,24480,45,75,0,0,0,2,15
7010406706,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,11372,264,216,0,0,0,0,95
7010406804,2012-13,216,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,116615,434,379,0,0,0,0,205
7010407101,2012-13,217,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,66299,27,479,0,0,0,5,12
7010601704,2012-13,228,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,5,0,0,0,0,2,0,0,0,0
7030424108,2012-13,220,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,41409,426,357,0,0,0,2,17
7030424304,2012-13,217,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,3,2,2,0,56047,387,0,0,0,0,4,60
7030424307,2012-13,206,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,57231,365,0,0,0,0,2,10
7030424312,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,47088,20,218,0,0,0,0,0
7030424318,2012-13,216,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,76288,24,476,0,0,0,2,10
7030424401,2012-13,217,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,25,0,25,0,26,0,26,0,1,2,1,2,1,1,4,2012,4,3,2,2,0,96802,446,0,0,0,0,10,90
7030424504,2012-13,217,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,26078,155,0,0,0,0,4,206
7030424804,2012-13,215,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,6,2012,4,3,2,2,0,118850,0,585,0,0,0,1,1
7030424902,2012-13,216,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,113568,554,0,0,0,0,0,0
7030425102,2012-13,212,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,5,2012,4,3,2,2,0,24813,0,801,0,0,0,5,216
7030425201,2012-13,216,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,57339,460,0,0,0,0,0,0
7030425203,2012-13,217,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,3,0,0,0,0,0,0,0,0,6,0,3,2,1,4,2012,4,3,2,2,0,6,461,0,0,0,0,1,9
7030425303,2012-13,206,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,122550,0,1292,0,0,0,1,7
7030425304,2012-13,218,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,5,2012,4,3,2,2,0,56170,0,274,0,0,0,6,3
7030425406,2012-13,215,0,6,0,6,0,1,2,0,0,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,239190,0,1066,0,0,0,8,216
7030425409,2012-13,210,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,70000,0,500,0,0,0,5,10
7030425612,2012-13,221,0,6,0,6,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,7,2012,4,3,2,2,0,36650,275,0,0,0,0,0,5
7030425804,2012-13,206,0,5,0,5,0,1,1,1,1,0,0,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,2012,4,3,2,2,0,116965,25,822,0,0,0,10,8
7030324106,2012-13,215,220,6,6,6,6,1,1,1,1,48,4,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,2,0,0,0,0,0,0,0,0,0
7030324108,2012-13,220,220,5,5,5,6,1,1,1,1,1,1,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,,,4,0,2,5,0,0,0,0,2,0,0,0,0
