SCHCD,Bldstatus,Clrooms,Clgood,Clmajor,ClMinor,OthGood,OthMajor,OthMinor,Toilet_C,Toiletb,Toilet_g,KITDEVGRANT_YN,MEALSINSCH,CAL_YN,HMRoom_YN,Electric_YN,Bndrywall,library_YN,PGround_YN,Blackboard,BookinLib,Water,MedChk_YN,Ramps_YN,Computer,Tch_Male,Tch_Female,Tch_NR,HeadTch,GradAbove,TchWithProf,DaysInvld,TchInvld
7030125504,4,12,12,0,0,21,0,0,0,0,8,0,3,1,1,1,1,1,1,10,5365,3,2,1,0,1,48,0,0,47,49,0,0
7030326302,2,8,8,0,0,2,0,0,0,3,4,0,0,2,1,1,1,1,1,20,2000,3,2,2,0,1,9,0,1,10,10,0,0
7030326303,2,16,16,0,0,10,0,0,0,6,6,0,0,1,1,1,1,2,1,16,3397,3,1,2,14,4,13,0,1,16,17,0,0
7030326304,2,8,8,0,0,8,0,0,3,3,2,0,0,1,1,1,1,1,1,16,4000,3,1,1,0,2,8,0,1,7,10,0,0
7030326401,2,9,9,0,0,5,0,0,1,4,3,0,0,1,1,1,1,1,1,10,5000,4,1,1,12,2,11,0,1,13,13,493,13
7030326402,2,10,10,0,0,7,0,0,1,8,8,0,0,1,1,1,1,1,1,14,1500,3,1,1,4,5,6,0,1,10,11,0,0
7030326403,1,16,16,0,0,12,0,0,1,4,4,0,0,1,1,1,1,1,1,20,10000,1,1,1,14,5,22,0,0,27,27,0,0
7030326404,2,16,16,0,0,16,0,0,0,8,6,0,0,2,1,1,1,1,1,16,11200,4,1,1,16,12,31,0,0,43,43,0,0
7030326405,2,11,11,0,0,6,0,0,1,2,2,0,0,2,1,1,1,2,2,13,0,4,2,2,0,5,7,0,1,12,12,0,0
7030326406,2,10,10,0,0,5,0,0,1,1,4,0,0,2,1,1,1,1,2,11,1981,3,2,1,4,1,11,0,1,12,12,0,0
7030326407,2,14,14,0,0,6,0,0,0,4,4,0,0,1,1,1,1,1,1,18,11000,3,1,1,7,1,15,0,0,16,16,0,0
7030326408,2,10,10,0,0,6,0,0,0,6,4,0,0,1,1,1,1,1,1,19,5070,3,1,1,10,8,13,0,0,17,21,0,0
7030326409,2,8,8,0,0,3,0,0,1,1,1,0,0,1,1,1,1,1,1,8,712,3,1,1,4,1,7,0,1,8,8,0,0
7030326410,2,12,12,0,0,6,0,0,4,6,6,0,0,1,1,1,1,1,1,25,3000,4,1,2,12,2,9,0,1,11,11,40,1
7030326501,2,8,8,0,0,9,0,0,1,2,2,0,0,2,1,1,1,1,1,8,4000,3,1,2,2,1,8,0,1,9,9,0,0
7030326502,2,13,13,0,0,19,0,0,2,3,3,0,0,2,1,1,1,1,1,8,2500,3,1,2,4,2,8,0,1,8,10,0,0
7030326503,2,8,8,0,0,7,0,0,0,2,2,0,0,2,1,1,1,1,1,14,3000,4,1,2,9,2,8,0,1,10,10,0,0
7030326505,2,15,13,2,0,6,2,0,1,3,3,0,0,1,1,1,1,1,1,16,3002,3,1,1,2,2,7,0,1,7,9,0,0
7030125601,3,2,0,0,2,0,0,16,0,3,0,0,3,1,1,1,1,1,1,26,1940,3,2,1,2,42,0,0,0,40,42,0,0
7030125602,3,21,21,0,0,18,0,0,0,20,20,0,3,1,1,1,1,1,1,16,15702,3,1,2,0,48,0,0,0,48,48,1209,26
7030125603,3,9,9,0,0,13,0,0,0,13,7,0,3,1,1,1,1,1,1,25,2816,3,2,1,20,14,15,0,0,28,29,220,22
7030125604,3,13,10,0,3,12,0,0,0,6,6,0,3,1,1,1,1,1,1,12,4357,3,2,1,15,7,63,0,0,69,70,1877,61
7030125605,3,17,17,0,0,23,0,0,0,5,12,0,3,1,1,1,1,1,1,21,2860,3,1,1,20,3,96,0,0,92,99,0,0
7030125606,3,18,18,0,0,29,0,0,0,0,26,0,3,1,1,1,1,1,1,45,6499,3,1,1,3,2,94,0,0,96,96,0,0
7030125607,3,25,25,0,0,35,0,0,0,23,51,0,3,1,1,1,1,1,1,25,6677,3,1,1,0,7,87,0,0,91,94,30,3
7030125608,3,13,13,0,0,41,0,0,0,74,0,0,3,3,1,1,1,1,1,62,7067,4,2,1,0,80,1,0,0,80,81,150,2
7030125609,3,14,14,0,0,33,0,0,0,15,0,0,3,1,1,1,1,1,2,45,3647,3,1,1,10,50,0,0,0,50,50,60,1
7030125610,3,15,12,0,3,17,2,0,0,6,6,0,3,3,1,1,1,1,1,21,3871,3,2,1,3,99,2,0,0,94,101,0,0
7030125611,3,19,19,0,0,19,0,0,0,9,3,2,3,1,1,1,1,1,1,21,5443,3,1,1,3,77,0,0,0,76,77,303,16
7030125801,4,11,11,0,0,11,0,0,0,0,2,0,3,2,1,1,1,2,2,21,0,3,2,2,0,1,37,0,0,38,38,0,0
7020607501,1,5,5,0,0,4,0,0,0,1,3,0,0,2,1,1,1,2,2,6,0,3,2,2,1,0,5,0,1,3,5,0,0
7020607601,1,5,5,0,0,2,0,0,0,1,1,0,0,2,1,1,1,2,2,11,0,3,2,2,0,0,6,0,1,3,6,0,0
7030126202,3,13,13,0,0,23,0,0,0,1,32,0,3,1,1,1,1,1,1,30,2946,3,2,1,20,6,89,0,0,92,95,0,0
7030126203,4,22,22,0,0,17,0,0,0,3,3,0,3,1,1,1,1,1,1,17,5755,3,1,1,0,2,86,0,0,87,88,0,0
7030126204,4,10,0,10,0,1,0,0,0,1,1,0,3,2,1,1,1,1,2,16,2023,3,1,1,1,36,6,0,0,42,42,0,0
7030126205,4,15,15,0,0,29,0,0,0,5,0,0,3,3,1,1,1,1,1,48,5953,3,2,1,24,72,0,0,0,71,72,0,0
7030326611,2,8,8,0,0,16,0,0,0,8,6,0,0,2,1,1,1,1,1,14,11350,4,1,2,6,3,8,0,0,10,11,0,0
7030326612,2,8,8,0,0,3,0,0,0,2,2,0,0,2,1,1,1,1,1,10,2500,1,2,1,0,3,6,0,0,9,9,0,0
7030326613,2,8,8,0,0,10,0,0,0,4,6,0,0,2,1,1,1,1,1,15,3600,3,1,2,3,2,7,0,1,9,9,0,0
7030126206,3,14,14,0,0,29,0,0,0,18,0,0,3,1,1,1,1,1,1,16,3303,3,2,1,0,74,0,0,0,74,74,0,0
7030126208,4,13,13,0,0,15,0,0,0,12,0,0,3,2,1,1,1,1,1,12,489,3,2,1,0,58,0,0,0,58,58,904,40
7030126301,4,7,7,0,0,5,0,0,0,3,3,0,3,3,1,1,3,1,2,30,3625,3,1,1,10,6,15,0,0,21,21,80,2
7030126302,4,17,17,0,0,16,0,0,0,20,0,0,3,1,1,1,1,1,2,30,1542,3,1,2,0,44,1,0,0,41,45,0,0
7030126303,4,20,20,0,0,14,0,0,0,0,20,0,3,1,1,1,1,1,2,30,3265,4,2,1,10,2,58,0,0,59,60,0,0
7030126304,4,6,6,0,0,5,0,0,0,3,3,0,3,2,1,1,1,1,2,6,573,3,2,1,0,22,0,0,0,22,22,40,1
7030126401,4,21,21,0,0,25,0,0,0,14,0,0,3,1,1,1,1,1,2,45,4700,4,2,1,2,85,0,0,0,85,85,0,0
7030126402,3,11,11,0,0,3,0,0,0,0,2,0,3,3,1,1,1,1,2,15,1093,4,2,1,12,10,21,0,0,31,31,0,0
7030126403,4,11,11,0,0,3,0,0,0,2,0,0,3,2,1,1,1,1,2,10,461,3,2,1,0,35,0,0,0,35,35,0,0
7030126404,4,15,9,0,6,0,0,0,0,0,8,0,3,2,1,1,1,1,1,17,430,4,2,2,0,6,7,0,0,13,13,3,1
7030126405,3,12,24,0,0,1,0,0,0,2,0,0,3,2,2,1,2,1,2,10,193,4,2,1,0,20,1,0,0,21,21,0,0
7030126406,3,11,6,0,5,4,0,0,0,8,0,0,3,2,1,1,3,1,1,17,292,3,1,1,0,29,0,0,0,29,29,25,1
7030224701,1,6,6,0,0,9,0,0,4,16,0,0,3,3,1,1,1,1,1,6,9883,3,1,1,10,18,8,0,0,25,26,0,0
7030224702,1,7,7,0,0,9,0,0,0,0,16,0,3,3,1,1,1,1,1,6,9036,3,1,1,10,4,25,0,0,29,29,0,0
7030225001,1,23,23,0,0,13,0,0,0,3,3,0,3,3,1,1,1,1,1,35,8637,3,1,1,0,28,11,0,0,39,39,79,11
7030225101,4,14,14,0,0,6,0,0,1,4,4,0,3,2,1,1,1,1,1,20,1243,3,2,1,0,4,9,0,0,13,13,0,0
7030225401,1,8,8,0,0,0,0,0,0,5,5,0,3,2,1,1,1,1,1,10,5000,3,1,1,0,14,16,0,0,30,30,0,0
7030226001,1,36,36,0,0,4,0,0,1,6,5,0,3,2,1,1,1,1,1,44,11840,3,2,1,20,1,54,0,0,55,55,0,0
7030226501,1,10,10,0,0,7,0,0,0,6,6,0,3,1,1,1,1,1,1,24,1500,3,1,1,10,20,15,0,0,35,35,0,0
7030323701,2,14,14,0,0,9,0,0,3,3,3,0,0,2,1,1,1,1,2,18,3000,3,1,2,5,0,13,0,1,13,13,0,0
7030323702,2,8,8,0,0,10,0,0,0,1,2,0,0,1,1,1,1,1,1,13,3000,3,1,2,2,2,7,0,1,8,9,0,0
7030323703,2,8,8,0,0,13,0,0,1,3,3,0,0,2,1,1,1,1,1,8,2150,3,1,1,1,3,6,0,1,9,9,0,0
7030323704,2,8,8,0,0,5,0,0,0,2,3,0,0,2,1,1,1,1,1,8,2000,3,2,2,2,1,7,0,1,7,8,0,0
7030323705,2,8,8,0,0,18,0,0,0,3,3,0,0,1,1,1,1,1,1,18,14500,3,1,1,21,3,20,0,0,23,23,232,7
7030323706,2,9,9,0,0,5,0,0,1,4,4,0,0,2,1,1,1,1,2,14,3250,3,2,1,5,0,12,0,0,12,12,0,0
7030324001,2,20,20,0,0,4,0,0,0,4,4,0,0,1,1,1,1,1,2,16,1200,3,2,1,9,0,31,0,0,31,31,0,0
7030324002,2,14,14,0,0,0,0,0,0,3,2,0,0,1,1,1,1,1,2,14,1100,3,2,1,3,0,14,0,1,14,14,215,1
7030324003,2,14,14,0,0,0,0,0,2,4,4,0,0,1,1,1,1,1,2,14,7600,3,2,1,3,4,8,0,1,12,12,0,0
7030324004,1,26,26,0,0,34,0,0,0,24,24,0,0,1,1,1,1,1,1,38,14346,3,1,1,86,2,38,0,0,40,40,0,0
7030324101,1,25,25,0,0,22,0,0,0,32,32,0,0,2,1,1,1,1,1,8,17922,3,2,2,53,1,33,0,0,24,34,0,0
7030324102,2,10,10,0,0,4,0,0,0,1,4,0,0,1,1,1,1,1,1,10,3578,3,2,2,2,0,13,0,1,13,13,0,0
7020607701,1,8,8,0,0,5,0,0,2,4,3,0,0,2,1,1,1,1,1,8,1500,3,2,2,4,0,5,0,1,3,5,0,0
7020607801,2,5,5,0,0,3,0,0,5,2,3,0,0,2,1,1,5,1,2,9,1000,3,1,2,1,0,5,0,1,5,5,0,0
7020607802,1,12,12,0,0,5,0,0,0,2,3,0,0,2,1,1,1,1,1,10,1000,3,1,1,2,0,8,0,1,6,8,0,0
7020608001,2,4,4,0,0,1,0,0,0,1,1,0,0,2,1,1,1,1,2,5,100,3,2,2,0,0,2,0,0,2,2,0,0
7020608801,2,5,5,0,0,3,0,0,0,2,2,0,0,1,1,1,1,1,2,16,1200,3,2,2,4,0,5,0,1,5,5,0,0
7030123401,4,34,34,0,0,2,0,0,0,6,6,0,3,2,1,1,1,1,1,11,1026,3,2,1,1,3,32,0,0,24,35,0,0
7030123402,4,34,14,0,20,0,0,0,0,6,6,0,3,2,1,1,1,1,1,0,283,3,2,1,0,25,6,0,0,18,31,0,0
7030123701,3,12,0,0,12,0,24,0,0,15,18,0,3,1,1,1,1,1,1,13,4867,3,1,1,5,1,65,0,0,66,66,0,0
7030123702,2,6,0,0,6,10,0,0,0,0,4,0,3,1,1,1,1,1,2,11,3795,3,1,2,2,1,11,0,0,11,12,0,0
7030123703,3,17,0,17,0,38,0,0,0,12,22,0,3,3,1,1,1,1,1,17,6215,3,2,1,0,0,59,0,0,59,59,0,0
7030123704,3,17,0,17,0,28,0,0,0,12,22,0,3,3,1,1,1,1,1,20,3219,3,1,1,3,65,0,0,0,62,65,0,0
7030124001,3,17,0,17,0,0,7,0,0,0,12,0,3,1,1,1,1,1,1,13,1626,3,2,1,10,3,21,0,0,24,24,0,0
7030124002,3,12,0,12,0,0,17,0,0,12,0,0,3,2,1,1,1,1,1,7,198,3,1,1,0,34,0,0,0,34,34,50,1
7030124101,3,20,17,3,0,16,0,0,0,0,17,0,3,1,1,1,1,1,1,47,4397,3,2,1,3,0,86,0,0,86,86,0,0
7030124102,3,23,23,0,0,22,0,0,0,6,29,0,3,1,1,1,1,1,1,48,6136,3,1,1,20,1,97,0,0,96,98,0,0
7030124103,4,21,21,0,0,24,0,0,0,16,0,0,3,1,1,1,1,1,1,21,3548,3,1,2,20,76,0,0,0,76,76,183,2
7030124104,3,13,13,0,0,19,0,0,0,39,0,0,3,3,1,1,1,1,1,15,3592,3,2,1,23,62,2,0,0,64,64,0,0
7030124105,4,19,0,19,0,8,0,0,0,15,2,0,3,3,1,1,1,1,1,20,5261,3,1,2,4,92,0,0,0,91,92,0,0
7030124201,3,32,0,32,0,16,0,0,0,13,17,0,3,3,1,1,2,1,1,40,5702,3,1,1,5,1,102,0,0,96,103,0,0
7030124202,3,20,0,20,0,0,0,32,0,30,0,0,3,1,1,1,2,1,1,52,2000,3,1,1,0,74,0,0,0,74,74,0,0
7030124203,4,18,2,0,16,15,0,0,0,12,0,0,3,1,1,1,1,1,2,26,5800,3,1,1,22,59,0,0,0,59,59,0,0
7030124204,3,20,3,2,15,13,0,0,0,4,9,0,3,1,1,1,1,1,2,28,3332,3,2,1,23,6,65,0,0,68,71,66,22
7030124301,3,13,13,0,0,24,0,0,0,3,9,0,3,1,1,1,1,1,1,15,3830,3,1,1,20,2,40,0,0,42,42,468,3
7030124302,3,9,0,0,9,0,0,0,0,0,10,0,3,1,1,1,1,2,1,12,3517,3,2,1,12,0,42,0,0,41,42,0,0
7030124303,3,12,12,0,0,23,0,0,0,29,0,0,3,1,1,1,2,1,1,10,5073,3,1,1,10,91,0,0,0,91,91,0,0
7030124304,3,5,5,0,0,19,0,0,0,6,6,0,3,3,1,1,1,1,1,12,1843,3,1,1,23,21,11,0,0,32,32,14,2
7030124305,3,15,15,0,0,27,0,0,0,3,9,0,3,3,1,1,1,1,1,10,3399,3,1,1,0,48,0,0,0,48,48,0,0
7030124306,3,15,15,0,0,17,0,0,0,0,39,0,3,1,1,1,1,1,1,46,5517,3,1,1,26,1,87,0,0,88,88,30,1
7030124307,3,12,12,0,0,16,7,0,0,0,29,0,3,3,1,1,2,1,1,47,7820,3,1,1,20,6,78,0,0,82,84,0,0
7030124308,3,30,30,0,0,45,0,0,0,0,30,0,3,1,1,1,1,1,1,16,5113,3,2,1,0,1,87,0,0,87,88,220,1
7030124309,4,22,10,0,12,22,0,0,0,10,10,0,3,3,1,1,1,1,1,52,1567,3,2,2,15,9,69,0,0,76,78,0,0
7030325601,1,8,8,0,0,0,0,0,1,4,4,0,0,2,1,1,1,1,1,8,1200,3,1,1,2,1,8,0,1,8,9,0,0
7030325602,2,11,11,0,0,5,0,0,0,3,3,0,0,2,1,1,1,1,1,11,3300,3,1,2,2,8,5,0,1,12,13,2,1
7030325603,2,8,8,0,0,5,0,0,0,1,1,0,0,2,1,1,1,1,1,8,4907,3,2,1,3,3,4,0,1,7,7,0,0
7030325604,1,8,8,0,0,6,0,0,0,2,2,0,0,1,1,1,1,1,1,12,600,3,1,2,7,3,6,0,1,9,9,0,0
7030325605,2,15,15,0,0,6,0,0,0,4,4,0,0,2,1,1,1,1,1,15,3140,3,1,2,0,2,14,0,1,16,16,0,0
7030325606,2,8,8,0,0,7,0,0,0,2,3,0,0,2,1,1,1,1,1,8,3020,3,2,2,3,0,8,0,1,8,8,0,0
7030325607,1,30,30,0,0,23,0,0,1,3,6,0,0,1,1,1,1,1,1,28,18046,3,1,1,20,3,45,0,0,46,48,0,0
7030325608,1,16,16,0,0,12,0,0,0,6,6,0,0,1,1,1,1,1,1,34,9000,3,1,1,15,1,33,0,1,34,34,230,34
7030325609,1,16,16,0,0,12,0,0,0,4,6,0,0,1,1,1,1,1,1,16,7843,3,1,1,21,1,32,0,0,33,33,0,0
7030325610,2,8,8,0,0,12,0,0,4,3,3,0,0,1,1,1,1,1,1,15,3500,3,1,1,7,0,9,0,1,8,9,0,0
7030325611,2,11,11,0,0,6,0,0,1,3,3,0,0,2,1,1,1,1,1,10,680,3,1,1,2,2,9,0,1,10,11,0,0
7030325612,2,8,8,0,0,6,0,0,0,3,2,0,0,1,1,1,1,1,1,10,2500,3,1,2,1,2,7,0,1,9,9,0,0
7030325613,1,8,8,0,0,0,0,0,0,3,3,0,0,2,1,1,1,1,1,12,500,3,1,1,10,0,9,0,1,7,9,0,0
7030325614,2,15,15,0,0,3,0,0,0,2,2,0,0,1,1,1,1,1,1,15,2886,3,1,2,3,1,8,0,1,9,9,0,0
7030326101,2,8,8,0,0,12,0,0,0,2,2,0,0,1,1,1,1,1,1,8,3000,3,1,1,4,5,5,0,1,10,10,55,5
7030326102,2,16,16,0,0,10,0,0,1,6,6,0,0,1,1,1,1,1,1,16,0,4,1,1,12,0,20,0,0,20,20,134,20
7030326103,2,12,12,0,0,4,0,0,0,3,3,0,0,2,1,1,1,1,1,12,1800,3,2,2,0,9,2,0,1,9,11,0,0
7030326104,2,8,8,0,0,8,0,0,0,4,4,0,0,2,1,1,1,1,1,14,6792,3,1,1,6,2,9,0,0,11,11,0,0
7030326105,2,22,22,0,0,11,0,0,0,3,3,0,0,2,1,1,1,1,1,16,6224,4,2,2,7,4,11,0,1,14,15,0,0
7030326106,2,8,8,0,0,6,0,0,0,4,4,0,0,2,1,1,1,1,2,14,4132,3,1,1,0,2,5,0,1,6,7,0,0
7030326107,2,8,8,0,0,8,0,0,0,3,3,0,0,2,1,1,1,1,1,12,2547,4,2,2,0,1,7,0,0,8,8,0,0
7030326201,2,16,16,0,0,3,0,0,0,5,5,0,0,1,1,1,1,1,1,16,2000,3,1,1,5,1,16,0,1,16,17,0,0
7030326202,2,20,20,0,0,4,0,0,1,3,3,0,0,1,1,1,1,1,1,26,3500,3,1,1,10,1,23,0,0,24,24,0,0
7030326203,2,8,8,0,0,8,0,0,0,3,3,0,0,2,1,1,1,1,1,18,3000,4,1,2,0,3,4,0,1,5,7,0,0
7030326301,2,9,9,0,0,4,0,0,1,3,3,0,0,2,1,1,1,1,1,9,2500,3,2,2,2,1,8,0,1,8,9,0,0
7030326507,2,10,10,0,0,8,0,0,0,2,2,0,0,2,1,1,1,1,1,10,2400,4,2,2,8,0,8,0,0,7,8,0,0
7030326508,2,8,8,0,0,7,0,0,4,4,4,0,0,2,1,1,1,2,1,12,5725,4,1,2,5,3,14,0,0,16,17,0,0
7030326509,2,8,8,0,0,9,0,0,0,2,2,0,0,2,1,1,1,1,1,12,4410,4,1,1,1,4,6,0,1,10,10,0,0
7030326510,2,8,8,0,0,4,0,0,0,2,2,0,0,2,1,1,1,1,1,12,4500,4,1,2,2,1,8,0,1,9,9,0,0
7030326511,2,14,14,0,0,8,0,0,0,3,4,0,0,2,1,1,1,1,1,5,1350,3,1,2,8,5,7,0,1,12,12,0,0
7030326512,2,8,8,0,0,4,0,0,4,4,3,0,0,1,1,1,1,1,1,12,2300,3,2,2,2,5,5,0,1,8,10,0,0
7030326513,1,10,10,0,0,0,0,0,0,4,3,0,0,2,1,1,1,1,1,8,1,3,1,1,2,1,9,0,1,9,10,25,1
7030326514,2,8,8,0,0,10,0,0,0,2,2,0,0,2,2,1,1,1,1,8,0,4,1,2,2,2,7,0,1,9,9,0,0
7030326601,2,8,8,0,0,11,0,0,0,4,4,0,0,2,1,1,1,1,1,19,4000,4,2,1,0,1,9,0,1,9,10,0,0
7030326602,2,8,8,0,0,12,0,0,2,2,6,0,0,1,1,1,1,1,1,20,420,3,1,1,12,1,14,0,0,15,15,0,0
7030326603,2,8,8,0,0,4,0,0,1,2,2,0,0,2,1,1,1,1,1,8,1375,4,2,1,1,3,5,0,0,8,8,0,0
7030326604,2,8,8,0,0,8,0,0,0,2,2,0,0,2,1,1,1,1,1,9,4550,4,1,2,2,4,5,0,1,9,9,0,0
7030326605,2,8,8,0,0,9,0,0,0,3,3,0,0,2,1,1,1,1,1,16,1590,3,2,1,2,0,8,0,1,8,8,0,0
7030326606,2,8,8,0,0,8,0,0,0,5,5,0,0,2,1,1,1,1,1,12,1253,3,1,2,0,1,9,0,1,10,10,0,0
7030326607,2,8,8,0,0,6,0,0,0,2,2,0,0,1,2,1,1,1,1,8,2936,4,1,2,2,4,6,0,1,9,10,0,0
7030326608,1,13,13,0,0,7,0,0,0,5,4,0,0,1,1,1,1,1,1,15,5000,4,1,1,2,5,4,0,1,9,9,0,0
7030326609,2,14,14,0,0,3,0,0,1,3,1,0,0,2,1,1,1,1,1,14,3000,3,2,1,2,3,5,0,1,8,8,0,0
7030326610,2,8,8,0,0,10,0,0,0,3,3,0,0,1,1,1,1,1,1,18,3000,3,2,1,5,5,6,0,1,10,11,0,0
7030324504,2,12,12,0,0,0,0,0,0,4,3,0,0,1,1,1,1,1,1,14,3590,3,1,2,10,4,12,0,0,16,16,0,0
7030324505,2,8,8,0,0,4,0,0,1,2,2,0,0,2,1,1,1,1,1,8,1000,3,2,2,2,1,7,0,1,6,8,0,0
7030324506,2,18,18,0,0,9,0,0,6,11,8,0,0,1,1,1,1,1,1,35,24250,3,1,1,12,1,27,0,1,28,28,0,0
7030324507,1,19,19,0,0,10,0,0,5,12,12,0,0,2,1,1,1,1,1,25,17500,3,1,2,42,5,29,0,0,34,34,0,0
7030324508,1,9,9,0,0,5,0,0,2,2,2,0,0,2,1,1,1,1,1,15,675,1,1,1,5,0,8,0,1,7,8,0,0
7030324509,2,12,12,0,0,5,0,0,0,3,3,0,0,1,1,1,1,1,1,17,700,3,1,1,2,1,11,0,1,12,12,0,0
7030324601,1,17,17,0,0,3,0,0,0,9,9,0,0,2,1,1,1,1,2,26,10650,3,2,2,0,2,36,0,0,38,38,280,1
7030324602,2,9,9,0,0,13,0,0,0,6,4,0,0,2,1,1,1,1,1,10,6663,3,1,2,25,5,28,0,0,32,33,0,0
7030324603,2,9,9,0,0,8,0,0,4,6,2,0,0,1,1,1,1,1,1,12,2593,3,2,1,7,0,11,0,1,10,11,0,0
7030324604,1,9,9,0,0,2,0,0,0,6,6,0,0,1,1,1,1,1,2,12,4172,3,1,1,5,3,10,0,1,13,13,0,0
7030324605,1,9,9,0,0,11,0,0,2,12,12,0,0,2,1,1,1,1,2,37,13472,3,2,1,10,8,22,0,0,30,30,0,0
7030324701,2,8,8,0,0,2,0,0,1,1,1,0,0,2,1,1,1,1,2,10,1150,3,2,2,0,0,6,0,0,6,6,0,0
7030324702,2,16,16,0,0,6,0,0,0,4,4,0,0,2,1,1,1,2,2,22,0,3,2,2,0,0,18,0,1,16,18,0,0
7030324703,2,8,8,0,0,5,0,0,1,2,1,0,0,2,1,1,1,1,1,8,250,3,2,2,4,2,7,0,1,7,9,0,0
7030324704,2,25,25,0,0,6,0,0,0,6,2,0,0,1,1,1,1,1,1,21,0,3,1,2,7,0,17,0,1,16,17,0,0
7030324802,2,22,22,0,0,3,0,0,1,8,8,0,0,1,1,1,1,1,2,18,12132,4,1,1,20,4,16,0,0,20,20,0,0
7030324803,1,12,12,0,0,4,0,0,2,3,4,0,0,2,1,1,1,1,1,12,7621,3,1,1,11,5,20,0,0,25,25,0,0
7030324804,1,20,20,0,0,24,0,0,0,9,3,0,0,1,1,1,1,1,2,50,6100,3,1,2,17,1,15,0,0,16,16,0,0
7030324805,1,44,44,0,0,37,0,0,0,17,18,0,0,1,1,1,1,1,1,100,25315,3,1,2,69,11,83,0,0,94,94,2548,91
7030324901,2,8,8,0,0,21,0,0,0,4,4,0,0,1,1,1,1,1,1,9,6200,3,1,1,2,1,7,0,1,8,8,0,0
7030325001,2,15,15,0,0,10,0,0,1,2,3,2,0,1,1,1,1,1,1,9,5110,3,1,1,15,8,11,0,0,18,19,25,1
7030325002,2,14,14,0,0,7,0,0,0,3,2,2,0,2,1,1,1,2,2,20,0,3,2,2,0,12,7,0,1,18,19,50,1
7030325101,2,16,16,0,0,8,0,0,0,2,2,0,0,1,1,1,1,2,1,20,0,3,2,2,2,3,17,0,0,20,20,0,0
7030325102,2,13,13,0,0,5,0,0,0,4,4,0,0,2,1,1,1,1,1,18,4235,3,1,1,12,2,10,0,1,12,12,0,0
7030325103,2,16,16,0,0,6,0,0,1,4,4,0,0,2,1,1,1,1,1,16,1500,3,1,2,10,2,9,0,1,11,11,40,7
7030325201,2,11,11,0,0,3,0,0,0,2,2,0,0,2,1,1,1,1,1,14,2200,3,1,2,1,2,8,0,1,10,10,0,0
7030325202,2,8,8,0,0,5,0,0,0,3,3,0,0,2,1,1,1,2,2,10,0,3,2,2,0,1,7,0,1,8,8,0,0
7030325203,2,8,8,0,0,5,0,0,0,4,2,0,0,2,1,1,1,1,1,13,3120,3,1,2,0,4,5,0,1,7,9,0,0
7030325204,2,8,8,0,0,11,0,0,0,3,2,0,0,2,1,1,1,1,2,8,10100,3,2,2,0,4,12,0,0,15,16,0,0
7030325205,2,14,14,0,0,6,0,0,0,4,5,0,0,1,1,1,1,1,1,16,7648,3,1,1,5,0,17,0,1,16,17,0,0
7030325206,1,32,32,0,0,17,0,0,3,5,10,0,0,1,1,1,1,1,1,42,9742,3,1,2,16,1,28,0,1,27,29,0,0
7030325207,2,33,33,0,0,0,0,0,0,13,13,0,0,1,1,1,1,1,1,12,7950,3,1,2,25,1,47,0,0,48,48,0,0
7030325208,2,10,10,0,0,6,0,0,1,2,2,0,0,2,1,1,1,1,1,16,2800,3,1,1,1,3,6,0,1,9,9,0,0
7030325209,2,8,8,0,0,8,0,0,1,2,2,0,0,1,1,1,1,1,1,8,1860,3,1,1,3,2,8,0,1,9,10,42,5
7030325210,2,16,16,0,0,8,0,0,2,5,5,0,0,2,1,1,1,1,1,21,2980,3,2,2,4,1,22,0,1,17,23,0,0
7030325211,2,8,8,0,0,5,0,0,1,3,3,0,0,2,1,1,1,1,1,8,3030,3,1,2,4,2,9,0,1,11,11,0,0
7030325212,1,8,8,0,0,0,0,0,1,3,4,0,0,2,1,1,1,1,1,9,5035,3,1,1,0,1,11,0,1,12,12,0,0
7030325301,2,22,22,0,0,8,0,0,0,3,3,0,0,2,1,1,1,1,1,20,5000,3,1,2,10,1,22,0,1,23,23,0,0
7030325302,2,16,16,0,0,4,0,0,0,3,3,0,0,2,1,1,1,1,1,24,3600,3,2,2,6,1,16,0,1,17,17,0,0
7030325303,1,12,12,0,0,8,0,0,0,3,3,0,0,2,1,1,1,1,1,26,22025,3,1,2,15,0,17,0,0,17,17,0,0
7030325304,2,8,8,0,0,9,0,0,0,5,5,0,0,2,2,1,1,1,1,8,2863,3,1,2,10,1,8,0,1,9,9,0,0
7030325305,2,23,23,0,0,8,0,0,0,6,6,0,0,2,1,1,1,1,1,29,6454,3,1,2,14,3,23,0,0,26,26,0,0
7030325306,2,12,12,0,0,13,0,0,0,0,5,0,0,1,1,1,1,2,1,17,0,3,2,2,2,1,12,0,0,13,13,0,0
7030325307,1,14,14,0,0,10,0,0,0,4,4,0,0,1,1,1,1,1,1,19,2000,3,1,2,10,1,9,0,1,10,10,0,0
7030325308,1,15,15,0,0,13,0,0,0,8,0,0,0,1,1,1,1,1,1,15,3220,3,2,2,3,3,21,0,0,19,24,0,0
7030325402,1,16,16,0,0,5,0,0,0,3,3,0,0,2,1,1,1,1,1,15,3200,3,2,1,4,2,14,0,1,16,16,0,0
7030325403,1,16,16,0,0,5,0,0,0,6,3,0,0,2,1,1,1,1,1,19,1346,3,1,1,5,1,10,0,1,10,11,0,0
