SCHCD,School_Name,Block_Name,Cluster_Name,Village_Name,Pincode,District_Name
7010100101,"Narela Sec A-6,Poc-2,Govt.Co-edSSS",DOE,DEFAULT,001-NARELA,110040,NORTH WEST DELHI
7010100102,"Narela, A-10 Pocket-5, RPVV",DOE,DEFAULT,001-NARELA,110040,NORTH WEST DELHI
7010100103,"Narela Sect. B-4, G(Co-ed)M.S.",DOE,DEFAULT,001-NARELA,110040,NORTH WEST DELHI
7010100104,GHOGA G(CO-ED)SSS,DOE,DEFAULT,001-NARELA,110040,NORTH WEST DELHI
7010100105,"Narela, No.2-SKV",DOE,DEFAULT,001-NARELA,110040,NORTH WEST DELHI
7010100106,Narela-GBSSS (Mussadi Lal),DOE,DEFAULT,001-NARELA,110040,NORTH WEST DELHI
7010100107,"Narela, Pocket 5 & 6-GGSS",DOE,DEFAULT,001-NARELA,110040,NORTH WEST DELHI
7010100108,"Narela, No.1-SKV",DOE,DEFAULT,001-NARELA,110040,NORTH WEST DELHI
7010100109,Bhorgarh-G(Co-ed)SSS,DOE,DEFAULT,001-NARELA,110040,NORTH WEST DELHI
7010100110,"Narela, No.2-GBSSS",DOE,DEFAULT,001-NARELA,110040,NORTH WEST DELHI
7010100201,Bankner-SBV,DOE,DEFAULT,002-BANKNER,110040,NORTH WEST DELHI
7010100202,Bankner-GGSSS,DOE,DEFAULT,002-BANKNER,110040,NORTH WEST DELHI
7010100301,"Holambi Kalan,C-Block, G Co-edSS",DOE,DEFAULT,003-ALIPUR,110082,NORTH WEST DELHI
7010100302,"HOLAMBI KALAN,A-BLK G(CO-ED)SS",DOE,DEFAULT,003-ALIPUR,110082,NORTH WEST DELHI
7010100303,"Holambi Kalan,Block B-G(Co-ed)SSS",DOE,DEFAULT,003-ALIPUR,110082,NORTH WEST DELHI
7010100304,Khera Khurd-SKV,DOE,DEFAULT,003-ALIPUR,110082,NORTH WEST DELHI
7010100305,Khera  Kalan-SKV (Baba Nane Nath),DOE,DEFAULT,003-ALIPUR,110082,NORTH WEST DELHI
7010100306,Alipur-SKV,DOE,DEFAULT,003-ALIPUR,110036,NORTH WEST DELHI
7010100307,Holambi Kalan-G(CO-ED)SSS,DOE,DEFAULT,003-ALIPUR,110082,NORTH WEST DELHI
7010100308,Khera Khurd-GBSSS,DOE,DEFAULT,003-ALIPUR,110082,NORTH WEST DELHI
7010100309,Alipur-GBSSS,DOE,DEFAULT,003-ALIPUR,110036,NORTH WEST DELHI
7010100310,Sannoth-SV,DOE,DEFAULT,003-ALIPUR,110040,NORTH WEST DELHI
7010100311,"GBSSS, Holambi Kalan, Block B",DOE,DEFAULT,003-ALIPUR,110082,NORTH WEST DELHI
7010100401,Singhu-G(Co-Ed)SSS,DOE,DEFAULT,004-BAKHTAWARPUR,110040,NORTH WEST DELHI
7010100402,Bakhtawarpur-SKV (BMS),DOE,DEFAULT,004-BAKHTAWARPUR,110036,NORTH WEST DELHI
7010100403,Palla Majra-GBSS,DOE,DEFAULT,004-BAKHTAWARPUR,110036,NORTH WEST DELHI
7010100404,Bakhtawarpur-GBSSS,DOE,DEFAULT,004-BAKHTAWARPUR,110036,NORTH WEST DELHI
7010100405,Tikri Khurd-SV,DOE,DEFAULT,004-BAKHTAWARPUR,110040,NORTH WEST DELHI
7010100501,Bhalswa Dairy G Co-ed.SEC School,DOE,DEFAULT,005-BHALASWA JAHANGIRPURI,110042,NORTH WEST DELHI
7010100502,"Jahangirpuri, Block E-GGSS",DOE,DEFAULT,005-BHALASWA JAHANGIRPURI,110033,NORTH WEST DELHI
7010100503,"Jahangirpuri,Block D-SKV",DOE,DEFAULT,005-BHALASWA JAHANGIRPURI,110033,NORTH WEST DELHI
7010100504,"Jahangirpuri, Block E-GBSS",DOE,DEFAULT,005-BHALASWA JAHANGIRPURI,110033,NORTH WEST DELHI
7010100505,"Jahangirpuri, Block K-GBSSS",DOE,DEFAULT,005-BHALASWA JAHANGIRPURI,110033,NORTH WEST DELHI
7010100506,"Jahangirpuri, Block D-GBSSS",DOE,DEFAULT,005-BHALASWA JAHANGIRPURI,110033,NORTH WEST DELHI
7010100701,Qadipur-GBSS,DOE,DEFAULT,007-BURARI,110036,NORTH WEST DELHI
7010100702,Qadipur-GGSS,DOE,DEFAULT,007-BURARI,110036,NORTH WEST DELHI
7010100703,Mukhmail Pur-G(Co-ed)SSS,DOE,DEFAULT,007-BURARI,110036,NORTH WEST DELHI
7010101001,Dhakka-GGMS,DOE,DEFAULT,010-TIMARPUR,110009,NORTH WEST DELHI
7010101002,Dhakka-GBMS,DOE,DEFAULT,010-TIMARPUR,110009,NORTH WEST DELHI
7010101101,Dr.Mukharjee Nagar-SV,DOE,DEFAULT,011-MUKHERJI NAGAR,110009,NORTH WEST DELHI
7010101201,Vijay Nagar-SV,DOE,DEFAULT,012-G.T.B. NAGAR,110009,NORTH WEST DELHI
7010101202,Guru Teg Bahadur Nagar-SKV,DOE,DEFAULT,012-G.T.B. NAGAR,110009,NORTH WEST DELHI
7010101203,Dhakka-SKV,DOE,DEFAULT,012-G.T.B. NAGAR,110009,NORTH WEST DELHI
7010101204,Dhakka-GBSSS,DOE,DEFAULT,012-G.T.B. NAGAR,110009,NORTH WEST DELHI
7010101205,Guru Teg Bahadur Nagar-GBSSS,DOE,DEFAULT,012-G.T.B. NAGAR,110009,NORTH WEST DELHI
7010101301,Gopal Park-G(Co-ed)SSS,DOE,DEFAULT,013-DHIRPUR,110033,NORTH WEST DELHI
7010101401,Azadpur Village-GBSS,DOE,DEFAULT,014-ADARSH NAGAR,110033,NORTH WEST DELHI
7010101402,Azadpur Village-GGSS,DOE,DEFAULT,014-ADARSH NAGAR,110033,NORTH WEST DELHI
7010101403,"Adarsh Nagar, No.2-GBSSS",DOE,DEFAULT,014-ADARSH NAGAR,110033,NORTH WEST DELHI
7010101404,Majlis Park-GGSS,DOE,DEFAULT,014-ADARSH NAGAR,110033,NORTH WEST DELHI
7010101405,Adarsh Nagar-GGSSS,DOE,DEFAULT,014-ADARSH NAGAR,110033,NORTH WEST DELHI
7010101406,Adarsh Nagar-SKV,DOE,DEFAULT,014-ADARSH NAGAR,110033,NORTH WEST DELHI
7010101407,"Adarsh Nagar, No.1-GBSSS",DOE,DEFAULT,014-ADARSH NAGAR,110033,NORTH WEST DELHI
7010101501,"Jahangirpuri, Block A-GBSSS",DOE,DEFAULT,015-SARAI PEPAL THALLA,110033,NORTH WEST DELHI
7010101601,"Jahangirpuri, Block A-GGSSS",DOE,DEFAULT,016-JAHANGIRPURI - I,110033,NORTH WEST DELHI
7010101701,"Pitampura, Block SU-GBSSS",DOE,DEFAULT,017-SAMAYPUR BADLI,110034,NORTH WEST DELHI
7010101702,Samaipur-GGSSS,DOE,DEFAULT,017-SAMAYPUR BADLI,110042,NORTH WEST DELHI
7010101703,Badli-SKV,DOE,DEFAULT,017-SAMAYPUR BADLI,110042,NORTH WEST DELHI
7010101704,Badli-GBSSS,DOE,DEFAULT,017-SAMAYPUR BADLI,110042,NORTH WEST DELHI
7010101801,Libaspur-GGSS,DOE,DEFAULT,018-LIBASPUR,110042,NORTH WEST DELHI
7010101802,Libaspur-GBSS,DOE,DEFAULT,018-LIBASPUR,110042,NORTH WEST DELHI
7010101803,Siraspur-G(Co-ed)SSS,DOE,DEFAULT,018-LIBASPUR,110042,NORTH WEST DELHI
7010101804,SIRASPUR-GBSSS,DOE,DEFAULT,018-LIBASPUR,110042,NORTH WEST DELHI
7010101901,"Jahangirpuri, Block K-GGSSS",DOE,DEFAULT,019-BHALASWA,110033,NORTH WEST DELHI
7010101902,"GBSS NO-2, JJ COLONY BHALSWA DAIRY",DOE,DEFAULT,019-BHALASWA,110042,NORTH WEST DELHI
7010102101,"Sec16,Rohini-Pkt A-GS(Co-ed)VS",DOE,DEFAULT,021-ROHINI,110089,NORTH WEST DELHI
7010102102,Prashant Vihar-SKV,DOE,DEFAULT,021-ROHINI,110085,NORTH WEST DELHI
7010102103,"Rohini, Sector 11-G(Co-ed)SSS",DOE,DEFAULT,021-ROHINI,110085,NORTH WEST DELHI
7010102104,Sec9Rohini-SV(SaheedCapt.S.Dahiya),DOE,DEFAULT,021-ROHINI,110085,NORTH WEST DELHI
7010102105,"GBSSS, ROHINI, SECTOR 16, POCKET A",DOE,DEFAULT,021-ROHINI,110089,NORTH WEST DELHI
7010102202,"Rohini, Sector 11-RPVV",DOE,DEFAULT,022-RITHALA,110085,NORTH WEST DELHI
7010102203,Rithala-SKV,DOE,DEFAULT,022-RITHALA,110085,NORTH WEST DELHI
7010102204,"Rohini, Avantika, Sector 1-GBSS",DOE,DEFAULT,022-RITHALA,110085,NORTH WEST DELHI
7010102205,Rithala-GBSSS,DOE,DEFAULT,022-RITHALA,110085,NORTH WEST DELHI
7010102206,"Rohini, Sector 6-SV",DOE,DEFAULT,022-RITHALA,110085,NORTH WEST DELHI
7010102301,"Rohini, Avantika, Sector 1-GGSS",DOE,DEFAULT,023-BUDH VIHAR,110085,NORTH WEST DELHI
7010102302,"Rohini, Avantika, Sector 1-SKV",DOE,DEFAULT,023-BUDH VIHAR,110085,NORTH WEST DELHI
7010102303,"Rohini, Avantika, Sector 1-GBSSS",DOE,DEFAULT,023-BUDH VIHAR,110085,NORTH WEST DELHI
7010102501,"RohiniExtn.,Sec-20-G(Co-ed)SSS",DOE,DEFAULT,025-POOTH KALA,110086,NORTH WEST DELHI
7010102502,Pooth Kalan-SKV,DOE,DEFAULT,025-POOTH KALA,110086,NORTH WEST DELHI
7010102503,Pooth Kalan-SBV,DOE,DEFAULT,025-POOTH KALA,110086,NORTH WEST DELHI
7010102504,POOTH KALAN ROHINI EXT SEC 20-GBSSS,DOE,DEFAULT,025-POOTH KALA,110086,NORTH WEST DELHI
7010102601,"Shabad Daulatpur,G Co-ed S School",DOE,DEFAULT,026-SAHIBABAD DAULATPUR,110042,NORTH WEST DELHI
7010102602,Shahabad Dairy-GBSS,DOE,DEFAULT,026-SAHIBABAD DAULATPUR,110042,NORTH WEST DELHI
7010102603,Prahalad Pur-SBV,DOE,DEFAULT,026-SAHIBABAD DAULATPUR,110042,NORTH WEST DELHI
7010102701,"Begampur, GGSS",DOE,DEFAULT,027-BEGUMPUR,110086,NORTH WEST DELHI
7010102702,Begumpur-GBSS,DOE,DEFAULT,027-BEGUMPUR,110086,NORTH WEST DELHI
7010102703,Barwala-G(Co-ed)SS,DOE,DEFAULT,027-BEGUMPUR,110039,NORTH WEST DELHI
7010102704,PoothKhurd-SKV (Raja RamMohan Roy),DOE,DEFAULT,027-BEGUMPUR,110039,NORTH WEST DELHI
7010102705,Pooth Khurd-GBSSS,DOE,DEFAULT,027-BEGUMPUR,110039,NORTH WEST DELHI
7010102801,Punnjab Khore-G(Co-ed)MS,DOE,DEFAULT,028-BAWANA,110081,NORTH WEST DELHI
7010102802,Qutabgarh-SKV,DOE,DEFAULT,028-BAWANA,110039,NORTH WEST DELHI
7010102803,Chandpur Majra-SV,DOE,DEFAULT,028-BAWANA,110081,NORTH WEST DELHI
7010102804,Bawana JJ Cly No.2 Govt. Co-ed SEC,DOE,DEFAULT,028-BAWANA,110039,NORTH WEST DELHI
7010102805,Bawana JJ Cly No.1 Govt. Co-ed SEC,DOE,DEFAULT,028-BAWANA,110039,NORTH WEST DELHI
7010102806,Auchandi-SV,DOE,DEFAULT,028-BAWANA,110039,NORTH WEST DELHI
7010102807,Bawana-SKV (Ravi Shankar),DOE,DEFAULT,028-BAWANA,110039,NORTH WEST DELHI
7010102808,Dariyapur Kalan-SKV (Updesh Kaur),DOE,DEFAULT,028-BAWANA,110039,NORTH WEST DELHI
7010102809,Prahalad Pur-SKV,DOE,DEFAULT,028-BAWANA,110042,NORTH WEST DELHI
7010102810,Harewali-G(Co-ed)SS,DOE,DEFAULT,028-BAWANA,110039,NORTH WEST DELHI
7010102811,Shahabad Dairy-G(Co-ed)SSS,DOE,DEFAULT,028-BAWANA,110042,NORTH WEST DELHI
7010102812,Bawana-GBSSS,DOE,DEFAULT,028-BAWANA,110039,NORTH WEST DELHI
7010102813,Katewara-GBSSS,DOE,DEFAULT,028-BAWANA,110039,NORTH WEST DELHI
7010102814,Nangal Thakran-SBV,DOE,DEFAULT,028-BAWANA,110039,NORTH WEST DELHI
7010102901,Jaunti-SV,DOE,DEFAULT,029-KARALA,110081,NORTH WEST DELHI
7010102902,Karala-GBSSS,DOE,DEFAULT,029-KARALA,110081,NORTH WEST DELHI
7010102903,Karala-SKV,DOE,DEFAULT,029-KARALA,110081,NORTH WEST DELHI
7010102904,Kanjhawala-SKV,DOE,DEFAULT,029-KARALA,110081,NORTH WEST DELHI
7010102905,Ladpur-GBMS,DOE,DEFAULT,029-KARALA,110081,NORTH WEST DELHI
7010103001,"Sawada(Ghevra)H-Blk,S(Co-ed)M.S",DOE,DEFAULT,030-MUNDKA,110081,NORTH WEST DELHI
7010103002,"Sawada(Ghevra)A-Blk,S(Co-ed)S.V",DOE,DEFAULT,030-MUNDKA,110081,NORTH WEST DELHI
7010103003,"Sawada(Ghevra)JJ-B-Blk,S(Co-ed)M.V",DOE,DEFAULT,030-MUNDKA,110081,NORTH WEST DELHI
7010103004,Nizam Pur-G(Co-Ed)SS,DOE,DEFAULT,030-MUNDKA,110081,NORTH WEST DELHI
7010103005,Ghevra-SV,DOE,DEFAULT,030-MUNDKA,110081,NORTH WEST DELHI
7010103006,Mubarikpur Dabas-GGSS,DOE,DEFAULT,030-MUNDKA,110081,NORTH WEST DELHI
7010103007,Rani Khera-S(Co-ed)V,DOE,DEFAULT,030-MUNDKA,110081,NORTH WEST DELHI
7010103008,Mubarakpur Dabas-GBSS,DOE,DEFAULT,030-MUNDKA,110081,NORTH WEST DELHI
7010103301,"GGSS No.2, Mubarakpur Dabas",DOE,DEFAULT,033-PRATAP VIHAR,110041,NORTH WEST DELHI
7010103302,"GBSS No.2, Mubarakpur Dabas",DOE,DEFAULT,033-PRATAP VIHAR,110081,NORTH WEST DELHI
7010103401,Nithari-GBMS,DOE,DEFAULT,034-NITHARI,110086,NORTH WEST DELHI
7010103402,Nithari-SKV,DOE,DEFAULT,034-NITHARI,110086,NORTH WEST DELHI
7010103403,Nithari village-GBSSS,DOE,DEFAULT,034-NITHARI,110086,NORTH WEST DELHI
7010103501,Nithari-GGMS,DOE,DEFAULT,035-KIRARI SULEMAN NGR.,110086,NORTH WEST DELHI
7010103701,"Sultanpuri, Block A-GBSS",DOE,DEFAULT,037-SULTANPURI EAST,110086,NORTH WEST DELHI
7010103702,"Sultanpuri, Block BC-GGSS",DOE,DEFAULT,037-SULTANPURI EAST,110086,NORTH WEST DELHI
7010103703,"Sultanpuri, Block H-SKV",DOE,DEFAULT,037-SULTANPURI EAST,110086,NORTH WEST DELHI
7010103704,"Sultanpuri, Block C-SKV",DOE,DEFAULT,037-SULTANPURI EAST,110086,NORTH WEST DELHI
7010103705,"Sultanpuri, Block H-GBSSS",DOE,DEFAULT,037-SULTANPURI EAST,110086,NORTH WEST DELHI
7010103706,"Sultanpuri, Block BC-GBSSS",DOE,DEFAULT,037-SULTANPURI EAST,110086,NORTH WEST DELHI
7010103707,Sultanpuri-GBSSS,DOE,DEFAULT,037-SULTANPURI EAST,110086,NORTH WEST DELHI
7010103708,"Sultanpuri,Blk-C,S.S.S.V",DOE,DEFAULT,037-SULTANPURI EAST,110086,NORTH WEST DELHI
7010103801,"Mangolpuri, Block H-SKV",DOE,DEFAULT,038-MANGOLPURI NORTH,110083,NORTH WEST DELHI
7010103802,"Mangolpuri, Block Y-GBSS",DOE,DEFAULT,038-MANGOLPURI NORTH,110083,NORTH WEST DELHI
7010103901,"Sultanpuri, Block F-GGSSS",DOE,DEFAULT,039-SULTANPUR MAJRA,110086,NORTH WEST DELHI
7010103902,"Sultanpuri, Block D-GGMS",DOE,DEFAULT,039-SULTANPUR MAJRA,110086,NORTH WEST DELHI
7010103903,"Sultanpuri, Block D-GBSS",DOE,DEFAULT,039-SULTANPUR MAJRA,110086,NORTH WEST DELHI
7010103904,"Sultanpuri,  Block P-G(Co-ed)SS",DOE,DEFAULT,039-SULTANPUR MAJRA,110086,NORTH WEST DELHI
7010103905,Sultanpur Majra-G(Co-ed)MS,DOE,DEFAULT,039-SULTANPUR MAJRA,110086,NORTH WEST DELHI
7010104001,"Sultanpuri, Block E-GBSS",DOE,DEFAULT,040-SULTANPURI SOUTH,110086,NORTH WEST DELHI
7010104002,"Sultanpuri, Block F-GBSS",DOE,DEFAULT,040-SULTANPURI SOUTH,110086,NORTH WEST DELHI
7010104501,"Rohini, Sector 2-G(Co-ed)SSS",DOE,DEFAULT,045-ROHINI SOUTH,110085,NORTH WEST DELHI
7010104502,"Rohini, Sector 3-SV",DOE,DEFAULT,045-ROHINI SOUTH,110085,NORTH WEST DELHI
7010104601,"Mangolpuri, Block P-GBSS",DOE,DEFAULT,046-MANGOLPURI EAST,110083,NORTH WEST DELHI
7010104602,"Mangolpuri, Block D-SKV (Kamdhenu)",DOE,DEFAULT,046-MANGOLPURI EAST,110083,NORTH WEST DELHI
7010104603,"Mangolpuri,Blk-C,S(Co-ed)S.S.V",DOE,DEFAULT,046-MANGOLPURI EAST,110083,NORTH WEST DELHI
7010104604,"Mangolpuri,Pt II-GBSSS(Kamdhenu)",DOE,DEFAULT,046-MANGOLPURI EAST,110083,NORTH WEST DELHI
7010104701,"Mongolpuri, Block D GBSSS",DOE,DEFAULT,047-MANGOLPURI,110083,NORTH WEST DELHI
7010104702,"Mangolpuri,Blk-J,S(Co-ed)S.S.V",DOE,DEFAULT,047-MANGOLPURI,110083,NORTH WEST DELHI
7010104703,"Mangolpuri, Khrud-G(Co-ed)SSS",DOE,DEFAULT,047-MANGOLPURI,110083,NORTH WEST DELHI
7010104704,Mangolpur Kalan-G(co-ed)sss,DOE,DEFAULT,047-MANGOLPURI,110083,NORTH WEST DELHI
7010104705,"Mangolpuri, Block O-SKV",DOE,DEFAULT,047-MANGOLPURI,110083,NORTH WEST DELHI
7010104706,"Mangolpuri, Block O-GBSSS",DOE,DEFAULT,047-MANGOLPURI,110083,NORTH WEST DELHI
7010104707,"Mangolpuri, Block K-SBV",DOE,DEFAULT,047-MANGOLPURI,110083,NORTH WEST DELHI
7010104802,"Mangolpuri, Block Q-GGSSS",DOE,DEFAULT,048-MANGOLPURI WEST,110083,NORTH WEST DELHI
7010104804,"Mangolpuri, Block U-SKV",DOE,DEFAULT,048-MANGOLPURI WEST,110083,NORTH WEST DELHI
7010104805,"Mangolpuri, Block R-GBSSS",DOE,DEFAULT,048-MANGOLPURI WEST,110083,NORTH WEST DELHI
7010104806,"Mangolpuri, Block U-GBSSS",DOE,DEFAULT,048-MANGOLPURI WEST,110083,NORTH WEST DELHI
7010104901,"Rohini, Sector 15-G(Co-ed)SSS",DOE,DEFAULT,049-ROHINI NORTH,110089,NORTH WEST DELHI
7010105101,Sec8Rohini-S(Co-ed)Vidyalaya,DOE,DEFAULT,051-ROHINI EAST,110085,NORTH WEST DELHI
7010105102,Parshant Vihar-GBSSS,DOE,DEFAULT,051-ROHINI EAST,110085,NORTH WEST DELHI
7010105201,"Rohini, Sector 7-SV",DOE,DEFAULT,052-NAHARPUR,110085,NORTH WEST DELHI
7010105301,"Pitampura, Block GP- Co-edSSS",DOE,DEFAULT,053-PITAM PURA (SOUTH),110034,NORTH WEST DELHI
7010105402,"Pitampura, Block SU-GGSSS",DOE,DEFAULT,054-PITAMPURA (NORTH),110034,NORTH WEST DELHI
7010105403,"Pitampura, Block FU-SV",DOE,DEFAULT,054-PITAMPURA (NORTH),110034,NORTH WEST DELHI
7010105404,HAIDER PUR-GBSS,DOE,DEFAULT,054-PITAMPURA (NORTH),110088,NORTH WEST DELHI
7010105501,"Shalimar Bagh, Block BL-SKV",DOE,DEFAULT,055-SHALIMAR BAGH (NORTH),110088,NORTH WEST DELHI
7010105502,Haider Pur-G(Co-ed)SS,DOE,DEFAULT,055-SHALIMAR BAGH (NORTH),110088,NORTH WEST DELHI
7010105503,Shalimar Village-G(Co-ed)SSS,DOE,DEFAULT,055-SHALIMAR BAGH (NORTH),110088,NORTH WEST DELHI
7010105504,"Shalimar Bagh, Block BL-GBSSS",DOE,DEFAULT,055-SHALIMAR BAGH (NORTH),110088,NORTH WEST DELHI
7010105505,SHALAMAR VILLAGE-GBSSS,DOE,DEFAULT,055-SHALIMAR BAGH (NORTH),110088,NORTH WEST DELHI
7010105601,"Shalimar Bagh, Block BT-RPVV",DOE,DEFAULT,056-SHALIMAR BAGH (SOUTH),110088,NORTH WEST DELHI
7010105602,"Shalimar Bagh, Block AP-GGSSS",DOE,DEFAULT,056-SHALIMAR BAGH (SOUTH),110088,NORTH WEST DELHI
7010105603,"Shalimar Bagh, Block B(AH)-GGSSS",DOE,DEFAULT,056-SHALIMAR BAGH (SOUTH),110088,NORTH WEST DELHI
7010105604,"Shalimar Bagh, Block AP-GBSSS",DOE,DEFAULT,056-SHALIMAR BAGH (SOUTH),110088,NORTH WEST DELHI
7010105605,"Shalimar Bagh, Block BT-SV",DOE,DEFAULT,056-SHALIMAR BAGH (SOUTH),110088,NORTH WEST DELHI
7010105606,"Shalimar Bagh, Block B(AH)-SBV",DOE,DEFAULT,056-SHALIMAR BAGH (SOUTH),110088,NORTH WEST DELHI
7010105901,Sainik Vihar-G(Co-ed)SS,DOE,DEFAULT,059-RANI BAGH,110034,NORTH WEST DELHI
7010105902,Rani Bagh-GGSSS,DOE,DEFAULT,059-RANI BAGH,110034,NORTH WEST DELHI
7010105903,Rani Bagh-GBSSS,DOE,DEFAULT,059-RANI BAGH,110034,NORTH WEST DELHI
7010106001,Sharda Niketan-SV,DOE,DEFAULT,060-SARASWATI VIHAR,110034,NORTH WEST DELHI
7010106002,"Saraswati Vihar, Block C-SV",DOE,DEFAULT,060-SARASWATI VIHAR,110034,NORTH WEST DELHI
7010106003,"Saraswati Vihar, Block A-GGSSS",DOE,DEFAULT,060-SARASWATI VIHAR,110034,NORTH WEST DELHI
7010106004,Kailash Enclave-SV,DOE,DEFAULT,060-SARASWATI VIHAR,110034,NORTH WEST DELHI
7010106101,"Tri Nagar, Narang Colony-GGSSS",DOE,DEFAULT,061-TRINAGAR,110035,NORTH WEST DELHI
7010106102,"Tri Nagar, Narang Colony-GBSS",DOE,DEFAULT,061-TRINAGAR,110035,NORTH WEST DELHI
7010106201,"Shakurpur, No.1-GGSSS",DOE,DEFAULT,062-RAM PURA,110034,NORTH WEST DELHI
7010106202,Rampura-SKV,DOE,DEFAULT,062-RAM PURA,110035,NORTH WEST DELHI
7010106203,"Shakurpur, No.2-SKV",DOE,DEFAULT,062-RAM PURA,110034,NORTH WEST DELHI
7010106204,Rampura-GBSS,DOE,DEFAULT,062-RAM PURA,110035,NORTH WEST DELHI
7010106205,"Shakurpur, No.1-SBV",DOE,DEFAULT,062-RAM PURA,110034,NORTH WEST DELHI
7010106301,Anandwas-GGSS,DOE,DEFAULT,063-KOHAT ENCLAVE,110034,NORTH WEST DELHI
7010106302,Anandwas-SBV,DOE,DEFAULT,063-KOHAT ENCLAVE,110034,NORTH WEST DELHI
7010106401,Anandwas-GGSSS,DOE,DEFAULT,064-SHAKAR PUR,110034,NORTH WEST DELHI
7010106402,"Shakurpur, No.2-GBSSS",DOE,DEFAULT,064-SHAKAR PUR,110034,NORTH WEST DELHI
7010106502,"Wazirpur, J.J. Colony-SKV",DOE,DEFAULT,065-NEEMRI COLONY,110052,NORTH WEST DELHI
7010106601,Bharat Nagar-SKV,DOE,DEFAULT,066-SAWAN PARK,110052,NORTH WEST DELHI
7010106701,Wazirpur Village-SV,DOE,DEFAULT,067-WAZIRPUR,110052,NORTH WEST DELHI
7010106702,"Keshavpuram, No.2-SKV",DOE,DEFAULT,067-WAZIRPUR,110035,NORTH WEST DELHI
7010106703,"Keshavpuram, No.1-SKV",DOE,DEFAULT,067-WAZIRPUR,110035,NORTH WEST DELHI
7010106704,"Wazirpur, J.J. Colony-GBSS",DOE,DEFAULT,067-WAZIRPUR,110052,NORTH WEST DELHI
7010106705,"Keshavpuram, Block A-SKV",DOE,DEFAULT,067-WAZIRPUR,110035,NORTH WEST DELHI
7010106706,"Keshavpuram, No.2-GBSSS",DOE,DEFAULT,067-WAZIRPUR,110035,NORTH WEST DELHI
7010106707,"Keshavpuram, No.1-GBSSS",DOE,DEFAULT,067-WAZIRPUR,110035,NORTH WEST DELHI
7010106801,"Ashok Vihar, Block D-GGSSS",DOE,DEFAULT,068-ASHOK VIHAR,110052,NORTH WEST DELHI
7010106802,"Ashok Vihar, Phase II-SKV",DOE,DEFAULT,068-ASHOK VIHAR,110052,NORTH WEST DELHI
7010106803,"Ashok Vihar, Phase I, Block H-SKV",DOE,DEFAULT,068-ASHOK VIHAR,110052,NORTH WEST DELHI
7010106804,Bharat Nagar-GBSSS,DOE,DEFAULT,068-ASHOK VIHAR,110052,NORTH WEST DELHI
7010106805,"Ashok Vihar, Phase II-GBSSS",DOE,DEFAULT,068-ASHOK VIHAR,110052,NORTH WEST DELHI
7010106806,"Ashok Vihar, Block D-GBSSS",DOE,DEFAULT,068-ASHOK VIHAR,110052,NORTH WEST DELHI
7010106807,"Ashok Vihar, Phase I, Block H-SBV",DOE,DEFAULT,068-ASHOK VIHAR,110052,NORTH WEST DELHI
7010107001,C.C. Colony-SBV,DOE,DEFAULT,070-RANA PRATAP BAGH,110007,NORTH WEST DELHI
7010107002,KALYAN VIHAR-SV,DOE,DEFAULT,070-RANA PRATAP BAGH,110007,NORTH WEST DELHI
7010107101,Rana Partap Bagh-SKV,DOE,DEFAULT,071-SANGAM PARK,110007,NORTH WEST DELHI
7010107102,Rana Partap Bagh-SBV,DOE,DEFAULT,071-SANGAM PARK,110007,NORTH WEST DELHI
7010107201,Azadpur Colony-GBSS,DOE,DEFAULT,072-MODEL TOWN,110033,NORTH WEST DELHI
7010107202,Azadpur Colony-GGSS,DOE,DEFAULT,072-MODEL TOWN,110033,NORTH WEST DELHI
7010107203,"Model Town, No.2-GGSS",DOE,DEFAULT,072-MODEL TOWN,110009,NORTH WEST DELHI
7010107204,"Model Town, No.1-SKV",DOE,DEFAULT,072-MODEL TOWN,110009,NORTH WEST DELHI
7010107205,"Model Town, No.2-GBSSS",DOE,DEFAULT,072-MODEL TOWN,110009,NORTH WEST DELHI
7010107206,"Model Town, No.1-GBSSS",DOE,DEFAULT,072-MODEL TOWN,110009,NORTH WEST DELHI
7010107207,New Police Lines-SV,DOE,DEFAULT,072-MODEL TOWN,110009,NORTH WEST DELHI
7010201301,Nirankari Cl-St Nirankari Boys SSS,DOEAIDED,DEFAULT,013-DHIRPUR,110009,NORTH WEST DELHI
7010201302,Nirankari Colony-St Nirankari GSSS,DOEAIDED,DEFAULT,013-DHIRPUR,110009,NORTH WEST DELHI
7010201701,Samaipur Badli-Dav Sr. Sec. School,DOEAIDED,DEFAULT,017-SAMAYPUR BADLI,110042,NORTH WEST DELHI
7010201801,Libaspur-Adarsh Sr. Sec. School,DOEAIDED,DEFAULT,018-LIBASPUR,110033,NORTH WEST DELHI
7010202601,Khera Garhi-V S Agri Sr Sec School,DOEAIDED,DEFAULT,026-SAHIBABAD DAULATPUR,110082,NORTH WEST DELHI
7010202801,"Harewali,Adarsh Sanskrit Vidya Peet",DOEAIDED,DEFAULT,028-BAWANA,110039,NORTH WEST DELHI
7010202902,Kanjhawala-Haryana Shakti S.S.S,DOEAIDED,DEFAULT,029-KARALA,110081,NORTH WEST DELHI
7010204001,"Sultanpuri,J.J-Geeta S.S.S,No.2",DOEAIDED,DEFAULT,040-SULTANPURI SOUTH,110086,NORTH WEST DELHI
7010206701,"Keshvpuram,Manender Sakti Vidyalya",DOEAIDED,DEFAULT,067-WAZIRPUR,110035,NORTH WEST DELHI
