SCHCD,Rural_Urban,Medium_of_Instruction,Distance_BRC,Distance_CRC,Yeur_Estd,Pre_Pry_YN,Residential_Sch_YN,Sch_Management,Lowest_Class,Highest_Class,Sch_Category,Pre_Pry_Students,School_Type,Shift_School_YN,No_of_Working_Days,No_of_Acad_Inspection,Residential_Sch_Type,Pre_Pry_Teachers,Visits_by_BRC,Visits_by_CRC,School_Dev_Grant_Recd,School_Dev_Grant_Expnd,TLM_Grant_Recd,TLM_Grant_Expnd,Funds_from_students_Recd,Funds_from_students_Expnd
7070614604,2,19,15,2,2004,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7070614801,2,19,4,5,1992,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7070614802,2,19,5,7,1997,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7070614803,2,19,5,5,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7070614804,2,19,0,4,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7070614805,2,19,6,2,2003,1,2,5,0,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7070615001,2,19,5,2,1980,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7070904101,2,19,2,2,1996,2,2,7,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7070910601,2,19,1,1,1969,2,2,7,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7070911802,2,4,0,0,1973,2,2,7,1,12,3,0,3,1,0,0,2,0,0,5,0,0,0,0,0,0
7070912402,2,4,1,1,1987,2,2,7,1,12,3,0,3,1,0,0,2,0,0,5,0,0,0,0,0,0
7080111001,2,4,15,10,1965,1,2,1,0,12,3,36,1,2,0,0,2,1,0,5,12000,12000,19000,19000,0,0
7080111002,2,4,10,8,1984,2,2,1,6,10,7,0,2,2,0,0,2,0,0,5,7000,7000,15000,14500,0,0
7080111003,2,19,15,8,1965,1,2,1,0,12,3,69,2,2,0,0,2,2,0,5,12000,12000,24500,24500,0,0
7080111004,2,4,10,8,1984,2,2,1,6,10,7,0,1,2,0,0,2,0,0,5,7000,7000,15500,15500,0,0
7080112901,2,19,10,8,1999,1,2,1,0,12,3,82,3,2,0,0,2,2,0,5,12000,12000,24000,24000,0,0
7080112902,2,4,0,6,2011,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,8500,8500,0,0
7080113001,2,4,12,3,2003,2,2,1,6,10,7,0,3,2,0,0,2,0,0,5,7000,7000,14000,14000,0,0
7080113101,2,19,10,8,1989,1,2,1,0,12,3,81,3,2,0,0,2,2,0,5,12000,12000,30000,30000,0,0
7080113102,2,4,10,8,1984,1,2,1,0,12,3,81,3,2,0,0,2,2,0,5,12000,12000,17000,17000,0,0
7080113103,2,4,10,8,1989,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,19000,19000,0,0
7080113104,2,4,12,8,1982,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,20500,20500,0,0
7080113301,1,4,6,6,1989,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7500,7500,4500,4500,0,0
7080113302,1,4,12,12,1987,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,4000,4000,0,0
7080113303,1,4,8,8,1995,2,2,1,6,10,7,0,3,2,0,0,2,0,0,5,7000,7000,4000,4000,0,0
7080113304,1,4,10,10,1959,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,3500,3500,0,0
7080113305,1,4,4,6,1970,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,14000,14000,0,0
7080113306,1,4,5,5,1988,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,2000,2000,0,0
7080113307,1,4,18,3,1985,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,4500,4500,0,0
7080113308,1,4,0,4,1967,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,2000,2000,0,0
7080113309,1,4,12,3,1987,2,2,1,1,12,3,0,3,2,0,0,2,0,0,5,12000,12000,6000,6000,0,0
7080113310,1,4,0,0,1952,2,2,1,1,12,3,0,3,2,0,0,2,0,0,5,15000,15000,8500,8500,0,0
7080113311,1,4,6,6,1970,1,2,1,0,12,3,14,3,2,0,0,2,1,0,5,11500,11500,8000,8000,0,0
7080113312,1,4,18,15,1970,2,2,1,6,10,7,0,3,2,0,0,2,0,0,5,7000,7000,5000,5000,0,0
7080113313,1,4,12,9,1954,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,5500,5500,0,0
7080113314,1,4,15,11,1988,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,5500,5500,0,0
7080113315,1,19,14,5,1969,1,2,1,0,12,3,32,3,2,0,0,2,1,0,5,12000,12000,17500,17500,0,0
7080113401,1,4,3,2,2003,2,2,1,1,12,3,0,3,2,0,0,2,0,0,5,12000,12000,10500,10500,0,0
7080113402,1,4,3,6,1986,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,9500,9000,0,0
7080113403,2,4,8,10,2010,2,2,1,6,10,7,0,3,2,0,0,2,0,0,5,7000,7000,6500,6500,0,0
7080113404,1,4,0,6,2010,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,7000,7000,0,0
7080113405,2,4,3,3,2011,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,7500,7500,0,0
7080113601,2,4,12,4,2007,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,16000,16000,0,0
7080113602,2,19,7,4,2005,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,18000,18000,0,0
7080113603,2,4,12,3,2003,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,8500,8500,0,0
7080113604,2,19,4,0,1959,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7500,7500,10500,10500,0,0
7080113605,2,4,12,5,1999,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,20000,20000,0,0
7080113606,2,4,10,5,2011,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,0,0,0,0,0,0
7080113701,2,19,2,2,1996,1,2,1,0,12,3,73,3,2,0,0,2,1,0,5,12000,12000,11000,11000,0,0
7080113702,2,4,2,2,2011,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,0,0,0,0,0,0
7080113801,2,4,0,0,2003,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,10000,10000,0,0
7080113802,2,4,0,0,1951,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,17500,17500,0,0
7080113803,2,4,0,0,1991,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,23000,23000,0,0
7080113804,2,4,0,0,1991,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,14000,14000,0,0
7080113805,2,4,0,0,1972,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,23000,23000,0,0
7080113806,2,4,0,0,1958,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,15500,15500,0,0
7080113807,2,4,0,0,1970,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7500,7500,24500,21000,0,0
7080113808,2,19,0,0,1991,1,2,1,0,12,3,77,3,2,0,0,2,1,0,5,12000,12000,19000,19000,0,0
7080113809,2,4,0,0,2010,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,14500,14500,0,0
7080113901,1,4,6,6,1955,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,10500,10500,0,0
7080113902,1,4,6,6,1955,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,5000,5000,0,0
7080113903,2,4,3,5,1975,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,3500,3500,0,0
7080113904,2,4,3,3,1975,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,3500,3500,0,0
7080114001,1,4,0,0,1988,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,7000,7000,0,0
7080114002,1,4,1,3,1997,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,8500,8500,0,0
7080114003,1,4,13,2,1994,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,4500,4500,0,0
7080114004,1,4,4,4,1997,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,11500,11500,0,0
7080114005,2,4,10,10,1985,1,2,1,0,12,3,43,3,2,0,0,2,2,0,5,12000,12000,15000,15000,0,0
7080114006,1,4,14,8,1947,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,5000,5000,0,0
7080114007,1,19,7,12,1972,1,2,1,0,12,3,3,3,2,0,0,2,0,0,5,12000,12000,5000,5000,0,0
7080114008,2,19,16,16,1993,1,2,1,0,12,3,7,3,2,0,0,2,1,0,5,12000,12000,10000,10000,0,0
7080114009,1,4,16,12,1992,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,7500,7500,0,0
7080114010,2,4,15,15,1957,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,5500,5500,0,0
7080114011,1,4,12,7,1950,2,2,1,6,12,3,0,1,2,0,0,2,0,0,5,7000,7000,3000,3000,0,0
7080114012,1,4,7,12,1952,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,5000,5000,2000,2000,0,0
7080114013,1,4,10,9,1971,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,6500,6500,0,0
7080114014,1,4,7,0,1966,1,2,1,0,12,3,23,3,2,0,0,2,0,0,5,12000,12000,10000,10000,0,0
7080114101,2,4,2,3,2006,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,9000,9000,0,0
7080114102,1,4,8,3,1970,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,8500,8500,0,0
7080114103,2,4,5,0,1970,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,15500,15500,0,0
7080114104,2,4,0,0,1953,1,2,1,0,12,3,42,3,2,0,0,2,1,0,5,12000,12000,18000,18000,0,0
7080114201,2,19,3,1,1992,1,2,1,0,12,3,37,3,2,0,0,2,1,0,5,12000,12000,22500,22500,0,0
7080114202,2,19,4,4,1990,1,2,1,0,12,3,30,3,2,0,0,2,1,0,5,12000,12000,27500,27500,0,0
7080114203,2,19,10,1,1996,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7500,7500,13500,13500,0,0
7080114204,2,4,4,14,1989,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,9000,9000,0,0
7080114301,2,4,0,0,1959,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,7000,7000,0,0
7080114302,2,4,0,0,1970,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,9500,9500,0,0
7080114303,2,4,6,6,1987,2,2,1,1,12,3,0,3,2,0,0,2,0,0,5,12000,12000,22000,22000,0,0
7080114304,2,4,7,7,1976,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,16500,16500,0,0
7080114401,2,19,8,0,1948,1,2,1,0,12,3,39,3,2,0,0,2,0,0,5,12000,12000,28500,28500,0,0
7080114402,2,19,8,8,1949,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,16500,16500,0,0
7080114501,2,19,10,1,1962,1,2,1,0,12,3,79,3,2,0,0,2,2,0,5,0,0,28000,28000,0,0
7080114502,2,19,10,0,1910,1,2,1,0,12,3,28,3,2,0,0,2,1,0,5,12000,12000,24500,24500,0,0
7080114503,2,4,12,0,1910,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,17000,17000,0,0
7080114504,2,19,6,1,1962,1,2,1,0,12,3,74,3,2,0,0,2,1,0,5,12000,12000,26500,26500,0,0
7080114601,2,19,10,1,1984,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,16000,16000,0,0
7080114602,2,4,10,1,1984,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,8000,8000,0,0
7080114701,2,19,10,4,1995,1,2,1,0,12,3,30,3,2,0,0,2,1,0,5,12000,12000,33000,33000,0,0
7080114702,2,19,10,4,1992,1,2,1,0,12,3,79,2,2,0,0,2,0,0,5,7000,7000,10000,10000,0,0
7080114801,2,19,12,1,1996,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,22000,22000,0,0
7080115001,2,4,16,4,1946,2,2,1,0,12,3,32,3,2,0,0,2,0,0,5,7000,7000,11500,11500,0,0
7080115002,2,4,0,4,1946,2,2,1,6,10,7,0,1,2,0,0,2,0,0,5,7000,7000,9000,9000,0,0
7080115101,2,4,25,5,1965,1,2,1,0,12,3,41,3,2,0,0,2,2,0,5,12000,12000,19000,19000,0,0
7080115102,2,4,14,0,1956,2,2,1,6,10,7,0,1,2,0,0,2,0,0,5,7000,7000,8000,8000,0,0
7080115103,2,4,22,1,1984,1,2,1,0,12,3,58,3,2,0,0,2,1,0,5,12000,12000,13000,13000,0,0
7080115201,2,4,1,1,1961,1,2,1,0,12,3,65,2,2,0,0,2,1,0,5,12000,12000,26000,26000,0,0
7080115202,2,4,15,0,1982,2,2,1,6,10,7,0,1,2,0,0,2,0,0,5,7000,7000,12000,12000,0,0
7080115203,2,4,20,0,1953,1,2,1,0,12,3,41,1,2,0,0,2,1,0,5,12000,12000,21000,21000,0,0
7080116401,2,19,4,1,1964,1,2,1,0,12,3,27,3,2,0,0,2,1,0,5,12000,12000,18000,18000,0,0
7080116501,2,4,20,10,1987,2,2,1,1,10,6,0,3,2,0,0,2,0,0,5,15000,15000,13500,13500,0,0
7080116601,2,19,20,4,2006,1,2,1,0,12,3,76,3,2,0,0,2,3,0,5,12000,12000,8000,8000,0,0
7080116602,2,4,5,1,1962,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,10500,10000,0,0
7080116701,2,4,3,1,1967,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,19000,19000,0,0
7080116702,2,4,3,3,1961,1,2,1,0,12,3,23,3,2,0,0,2,1,0,5,7000,7000,11500,11500,0,0
7080116703,2,4,2,2,1966,1,2,1,0,12,3,73,3,2,0,0,2,2,0,5,12000,12000,27000,27000,0,0
7080116704,2,4,0,0,1962,1,2,1,0,12,3,37,3,2,0,0,2,1,0,5,12000,12000,18500,18500,0,0
7080116705,2,4,0,1,1970,2,2,1,6,10,7,0,2,2,0,0,2,0,0,5,7000,7000,7000,7000,0,0
7080116706,2,4,3,0,1963,2,2,1,0,12,3,2,3,2,0,0,2,0,0,5,12000,12000,9500,9500,0,0
7080116707,2,4,2,2,1973,1,2,1,0,12,3,40,3,2,0,0,2,1,0,5,12000,12000,16000,16000,0,0
7080116708,2,19,3,3,2011,1,2,1,0,12,3,37,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7080116801,2,4,5,5,1959,1,2,1,0,12,3,40,3,2,0,0,2,2,0,5,12000,12000,12500,12500,0,0
7080116802,2,19,3,3,1968,1,2,1,0,12,3,40,3,2,0,0,2,1,0,5,12000,12000,17500,17500,0,0
7080116803,2,4,2,5,1957,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,5500,5500,0,0
7080117201,2,19,5,5,2001,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,10500,10500,0,0
7080117202,2,4,20,6,1971,1,2,1,0,12,3,82,3,2,0,0,2,2,0,5,12000,12000,11000,11000,0,0
7080117203,2,4,11,4,1994,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,8500,8500,0,0
7080117204,2,4,8,5,1992,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,17500,17500,0,0
7080117205,2,4,12,6,2012,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,0,0,0,0,0,0
7080117401,2,4,25,10,1995,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,7500,7500,0,0
7080117402,2,4,14,11,1958,1,2,1,0,12,3,80,3,2,0,0,2,2,0,5,12000,12000,18500,18500,0,0
070801DC101,2,4,10,10,1958,1,2,1,0,12,3,17,2,2,0,0,2,1,0,5,5000,5000,11500,11500,0,0
070801DC102,2,4,10,3,1930,2,2,1,1,12,3,0,1,2,0,0,2,0,0,5,13000,13000,6500,6500,0,0
070801DC501,2,19,7,10,1961,1,2,1,0,12,3,35,3,2,0,0,2,1,0,5,12000,12000,9500,9500,0,0
070801ND801,2,4,6,2,1957,2,2,1,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,5000,5000,0,0
070801ND802,2,4,35,4,1968,1,2,1,0,12,3,41,3,2,0,0,2,1,0,5,12000,12000,11500,11500,0,0
070801ND803,2,19,4,0,1956,1,2,1,0,12,3,44,3,2,0,0,2,1,0,5,12000,12000,12500,12500,0,0
070801ND804,2,4,4,0,1962,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,11500,11500,0,0
070801ND805,2,4,4,0,1962,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,5500,5500,0,0
070801ND806,2,19,3,1,1956,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,10000,10000,0,0
070801ND807,2,19,4,0,1952,1,2,1,0,12,3,26,3,2,0,0,2,0,0,5,12000,12000,7500,7500,0,0
7080200601,2,19,18,15,1956,2,2,4,1,12,3,0,3,2,0,0,2,0,0,5,0,0,23000,23000,0,0
7080200801,2,4,10,10,1953,2,2,4,1,10,6,0,3,2,0,0,2,0,0,5,0,0,8000,8000,0,0
7080200802,2,2,4,1,1952,2,2,4,1,12,3,0,3,2,0,0,2,0,0,5,12000,12000,4500,4500,0,0
7080216701,2,4,17,8,1977,2,2,4,6,12,5,0,1,2,0,0,2,0,0,5,11000,11000,3500,3500,0,0
7080216702,2,4,3,1,1954,2,2,4,1,8,2,0,3,2,0,0,5,0,0,5,12000,12000,4000,4000,0,0
7080216703,2,19,5,0,1977,2,2,4,6,8,4,0,3,2,0,0,5,0,0,5,7000,7000,2000,2000,0,0
7080216704,2,8,1,1,1989,2,2,4,1,12,3,0,3,2,0,0,2,0,0,5,12000,12000,11500,11500,0,0
7080216705,2,19,5,2,1964,2,2,4,1,12,3,0,3,2,0,0,2,0,0,5,12000,12000,8000,8000,0,0
7080216706,2,19,2,5,1962,2,2,4,1,12,3,0,3,2,0,0,2,0,0,5,7000,7000,9500,9500,0,0
7080216801,2,19,1,3,1961,2,2,4,1,12,3,0,3,2,0,0,2,0,0,5,12000,12000,7000,7000,0,0
070802DC101,2,19,15,9,1956,2,2,4,1,5,1,0,3,2,0,0,2,0,0,5,0,0,5000,5000,0,0
070802DC102,2,4,8,7,1949,2,2,4,1,10,6,0,3,2,0,0,2,0,0,5,0,0,7500,7500,0,0
070802DC301,2,4,8,6,1955,2,2,4,1,12,3,0,3,2,0,0,2,0,0,5,0,0,7500,7500,0,0
070802DC801,2,4,10,10,1956,2,2,4,1,12,3,0,3,2,0,0,2,0,0,5,0,0,32000,32000,0,0
070802ND801,2,4,4,1,1962,2,2,4,1,8,2,0,3,2,0,0,5,0,0,5,12000,12000,4000,4000,0,0
070802ND802,2,19,6,3,1960,2,2,4,1,12,3,0,3,2,0,0,2,0,0,5,12000,12000,5500,5500,0,0
7080311001,2,19,10,8,1983,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080311002,2,19,10,8,1979,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080312001,2,19,12,2,2002,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080312201,2,19,4,4,1988,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080312901,2,19,10,7,1992,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080312902,2,19,10,8,1990,1,2,5,0,8,2,46,3,2,0,0,5,2,0,5,0,0,0,0,0,0
7080312903,2,19,10,8,1981,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080312904,2,19,8,5,1985,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080312905,2,19,9,0,2006,1,2,5,0,12,3,495,3,2,0,0,2,6,0,5,0,0,0,0,0,0
7080313001,2,19,13,3,1996,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080313002,2,19,2,2,1990,1,2,5,0,10,6,40,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7080313003,2,19,12,2,1981,1,2,5,0,12,3,133,3,2,0,0,2,6,0,5,0,0,0,0,0,0
7080313101,2,19,3,3,1997,1,2,5,0,8,2,42,3,2,0,0,5,1,0,5,0,0,0,0,0,0
7080313102,2,19,10,7,1995,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080313103,2,4,10,8,1995,1,2,5,0,8,2,313,3,2,0,0,5,8,0,5,0,0,0,0,0,0
7080313201,2,4,10,8,1986,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080313202,2,19,0,4,1996,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080313203,2,19,10,8,2000,1,2,5,0,8,2,23,3,2,0,0,5,1,0,5,0,0,0,0,0,0
7080313204,2,19,0,2,1994,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080313205,2,19,10,8,1989,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080313206,2,19,10,8,1979,1,2,5,0,8,2,60,3,2,0,0,5,2,0,5,0,0,0,0,0,0
7080313207,2,19,10,8,1995,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080313208,2,19,10,8,1988,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080313209,2,19,10,8,1998,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080313301,2,19,1,6,1997,1,2,5,0,8,2,58,3,2,0,0,5,2,0,5,0,0,0,0,0,0
7080313302,1,19,4,2,1995,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080313303,1,19,11,1,1999,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080313305,1,4,15,10,1987,2,2,5,0,10,6,178,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7080313306,2,19,3,7,2006,2,2,5,0,10,6,65,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7080313401,1,19,0,4,1994,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080313402,2,19,4,5,2002,2,2,5,0,10,6,74,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7080313403,2,19,1,1,1999,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080313404,2,19,2,3,1989,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7080313405,1,19,4,4,1996,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080313407,2,19,0,0,1997,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080313408,1,19,5,3,2004,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080313409,2,19,4,4,2003,1,2,5,0,10,6,50,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7080313410,1,19,2,2,2003,1,2,5,0,10,6,41,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7080313411,2,19,7,7,2006,1,2,5,0,12,3,476,3,2,0,0,2,18,0,5,0,0,0,0,0,0
7080313412,1,19,5,5,2000,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080313413,2,19,2,1,2003,1,2,5,0,10,6,173,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7080313414,2,19,1,0,2004,1,2,5,0,12,3,102,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7080313415,2,19,2,3,2005,1,2,5,0,10,6,39,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7080313601,2,19,13,5,1999,1,2,5,0,12,3,80,3,2,0,0,2,7,0,5,0,0,0,0,0,0
7080313602,2,19,10,8,2001,1,2,5,0,8,2,56,3,2,0,0,5,2,0,5,0,0,0,0,0,0
7080313603,2,19,5,12,2004,1,2,5,0,12,3,214,3,2,0,0,2,9,0,5,0,0,0,0,0,0
7080313604,2,19,3,8,2007,1,2,5,0,12,3,155,3,2,0,0,2,8,0,5,0,0,0,0,0,0
7080313605,2,19,5,12,2007,1,2,5,0,12,3,71,2,2,0,0,2,2,0,5,0,0,0,0,0,0
7080313606,2,19,5,12,2007,1,2,5,0,12,3,252,3,2,0,0,2,9,0,5,0,0,0,0,0,0
7080313607,2,19,12,5,2004,1,2,5,0,12,3,103,3,2,0,0,2,6,0,5,0,0,0,0,0,0
7080313608,2,19,10,8,2003,1,2,5,0,12,3,159,3,2,0,0,2,11,0,5,0,0,0,0,0,0
7080313609,2,19,8,4,1987,2,2,5,6,12,5,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080313610,2,19,5,8,2004,1,2,5,0,12,3,142,3,2,0,0,2,5,0,5,0,0,0,0,0,0
7080313611,2,19,12,5,2006,1,2,5,0,12,3,82,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7080313612,2,19,5,7,2004,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080313613,2,19,12,5,2004,1,2,5,0,12,3,84,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7080313614,2,19,3,10,2001,1,2,5,0,12,3,40,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7080313615,2,19,6,12,2001,1,2,5,0,12,3,64,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7080313616,2,19,10,3,1999,1,2,5,0,12,3,235,3,2,0,0,2,21,0,5,0,0,0,0,0,0
7080313617,2,19,10,4,2001,1,2,5,0,12,3,172,3,2,0,0,2,7,0,5,0,0,0,0,0,0
7080313618,2,19,8,2,1995,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080313619,2,19,9,3,1981,1,2,5,0,12,3,148,3,2,0,0,2,9,0,5,0,0,0,0,0,0
7080313620,2,19,9,7,1996,1,2,5,0,12,3,202,3,2,0,0,2,20,0,5,0,0,0,0,0,0
7080313621,2,19,8,5,1997,1,2,5,0,12,3,93,3,2,0,0,2,5,0,5,0,0,0,0,0,0
7080313622,2,19,12,2,2004,1,2,5,0,12,3,190,3,2,0,0,2,16,0,5,0,0,0,0,0,0
7080313623,2,19,12,6,1995,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080313624,2,19,12,1,1990,2,2,5,6,10,7,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7080313625,2,19,12,8,2001,1,2,5,0,12,3,176,3,2,0,0,2,8,0,5,0,0,0,0,0,0
7080313626,2,19,8,6,2000,1,2,5,0,12,3,60,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7080313627,2,19,5,8,2005,1,2,5,0,12,3,59,3,2,0,0,2,5,0,5,0,0,0,0,0,0
