SCHCD,Tch_Male,Tch_Female,Tch_NR,HeadTch,GradAbove,TchWithProf,DaysInvld,TchInvld
7010402105,1,16,0,1,15,17,0,0
7010402106,2,15,0,1,14,17,0,0
7010402201,19,10,0,1,18,29,28,4
7010402202,4,13,0,1,13,17,0,0
7010402203,1,25,0,1,25,26,0,0
7010402205,3,21,0,1,18,24,0,0
7010402206,2,27,0,1,27,29,0,0
7010402301,10,14,0,1,19,24,5,1
7010402302,0,30,0,1,30,30,0,0
7010402502,10,21,0,1,24,31,0,0
7010402503,0,23,0,1,17,23,0,0
7010402504,14,11,0,1,15,25,0,0
7010402505,0,16,0,1,13,16,0,0
7010402506,16,1,0,1,12,17,0,0
7010402507,11,5,0,1,14,16,0,0
7010402508,2,16,0,1,13,18,0,0
7010402509,3,16,0,1,14,19,0,0
7010402510,0,31,0,1,25,31,0,0
7010402511,1,25,0,1,23,26,0,0
7010402512,17,4,0,1,13,21,0,0
7010402513,16,3,0,1,11,19,15,1
7010402514,10,1,0,1,8,11,0,0
7010402601,13,7,0,1,14,20,0,0
7010402602,18,0,0,1,13,18,0,0
7010402603,0,20,0,1,14,20,0,0
7010402604,2,5,0,1,6,7,0,0
7010402605,2,31,0,1,23,33,15,1
7010402606,9,40,0,1,43,49,0,0
7010402607,16,5,0,1,6,21,85,17
7010402608,1,18,0,1,16,19,15,1
7010402609,0,12,0,1,11,12,0,0
7010402610,7,4,0,1,7,11,0,0
7010402701,3,8,0,1,7,11,0,0
7010402702,8,16,0,0,11,24,0,0
7010402703,2,29,0,1,30,31,0,0
7010402704,12,4,0,1,7,16,0,0
7010402705,0,21,0,1,18,21,0,0
7010402706,1,2,0,1,1,3,0,0
7010402707,4,2,0,1,4,6,0,0
7010402708,1,1,0,1,0,2,0,0
7010402709,3,2,0,1,4,5,0,0
7010402710,3,12,0,1,10,15,3,1
7010402711,4,9,0,1,6,13,0,0
7010402712,0,11,0,1,10,11,0,0
7010402801,9,0,0,1,6,9,0,0
7010402802,0,15,0,0,7,15,0,0
7010402803,8,2,0,1,6,10,0,0
7010402804,9,10,0,1,16,19,0,0
7010402805,9,3,0,0,12,12,0,0
7010402806,6,2,0,1,7,8,0,0
7010402807,3,8,0,1,7,11,0,0
7010402808,10,12,0,0,16,22,0,0
7010402809,6,3,0,1,6,9,0,0
7010402810,1,13,0,1,11,14,0,0
7010402811,1,2,0,1,3,3,0,0
7010402813,3,2,0,1,5,5,0,0
7010402814,1,4,0,1,3,5,0,0
7010402815,3,2,0,1,0,5,0,0
7010402816,0,5,0,1,3,5,0,0
7010402817,3,2,0,1,5,5,0,0
7010402818,1,4,0,1,3,5,0,0
7010402819,1,4,0,1,3,5,0,0
7010402820,3,1,0,0,4,4,0,0
7010402821,0,5,0,1,5,5,0,0
7010402822,3,1,0,1,2,4,15,1
7010402823,0,4,0,0,3,4,0,0
7010402824,1,3,0,1,4,4,0,0
7010402825,1,4,0,1,3,5,0,0
7010402826,4,1,0,1,2,5,0,0
7010402827,11,6,0,1,9,17,0,0
7010402828,0,5,0,1,5,5,0,0
7010402829,3,2,0,1,4,5,0,0
7010402830,0,17,0,1,9,17,0,0
7010402831,5,15,0,1,16,20,0,0
7010402901,3,2,0,1,4,5,135,3
7010402902,0,7,0,1,6,7,0,0
7010402903,0,21,0,1,15,21,0,0
7010402904,10,4,0,1,14,14,0,0
7010402905,2,0,0,1,0,2,0,0
7010402906,3,1,0,1,3,4,0,0
7010402907,1,2,0,1,3,3,0,0
7010402908,0,5,0,1,5,5,0,0
7010402909,2,3,0,0,4,5,0,0
7010402910,0,11,0,1,5,11,0,0
7010402911,2,6,0,0,4,8,0,0
7010403001,3,0,0,1,1,3,0,0
7010403002,18,6,0,1,12,24,0,0
7010403003,4,33,0,1,20,37,0,0
7010403004,5,1,0,1,5,6,2,1
7010403005,0,8,0,1,7,8,0,0
7010403006,4,1,0,1,3,5,0,0
7010403007,0,5,0,1,5,5,0,0
7010403008,3,1,0,1,4,4,0,0
7010403009,7,4,0,1,8,11,0,0
7010403010,0,8,0,1,8,8,0,0
7010403011,0,3,0,1,3,3,0,0
7010403012,2,1,0,1,3,3,0,0
7010403013,4,6,0,1,5,10,0,0
7010403014,10,2,0,1,10,12,0,0
7010403015,7,0,0,1,2,7,0,0
7010403016,11,3,0,1,13,14,0,0
7010403301,8,21,0,1,20,29,0,0
7010403401,24,2,0,1,11,26,0,0
7010403402,17,18,0,0,17,35,54,4
7010403403,14,17,0,1,20,31,0,0
7010403404,20,0,0,0,17,20,0,0
7010403501,21,0,0,1,7,21,0,0
7010403502,16,24,0,1,21,40,0,0
7010403601,15,0,0,0,9,15,0,0
7010403701,20,0,0,0,20,20,0,0
7010403702,10,0,0,1,7,10,0,0
7010403703,3,8,0,1,8,11,0,0
7010403704,8,2,0,1,10,10,0,0
7010403705,6,6,0,1,5,12,0,0
7010403706,14,0,0,1,9,14,0,0
7010403707,8,16,0,1,17,24,97,7
7010403708,10,0,0,1,10,10,10,1
7010403709,3,7,0,1,5,10,0,0
7010403710,8,0,0,1,4,8,0,0
7010403711,1,8,0,1,8,9,0,0
7010403712,9,0,0,1,4,9,0,0
7010403713,1,9,0,1,6,10,0,0
7010403801,7,3,0,1,10,10,0,0
7010403802,1,10,0,1,11,11,0,0
7010403803,9,4,0,1,13,13,0,0
7010403804,4,9,0,1,13,13,0,0
7010403805,10,1,0,1,11,11,0,0
7010403806,3,9,0,1,12,12,0,0
7010403807,11,10,0,1,19,21,0,0
7010403808,17,0,0,1,17,17,0,0
7010403809,7,13,0,1,20,20,25,5
7010403901,12,15,0,1,19,27,0,0
7010403902,14,14,0,1,13,28,0,0
7010403903,14,0,0,1,10,14,0,0
7010403904,4,14,0,1,18,18,0,0
7010404001,5,0,0,1,5,5,0,0
7010404002,4,1,0,1,5,5,0,0
7010404003,26,0,0,1,16,26,0,0
7010404004,8,17,0,1,25,25,0,0
7010404005,17,0,0,1,15,17,0,0
7010404006,0,20,0,1,20,20,0,0
7010404007,10,0,0,1,7,10,0,0
7010404401,24,1,0,1,20,25,12,2
7010404501,5,5,0,1,8,10,0,0
7010404502,0,11,0,1,7,11,0,0
7010404503,2,14,0,0,16,16,21,1
7010404504,3,8,0,1,9,11,0,0
7010404505,0,10,0,1,10,10,0,0
7010404506,3,11,0,1,11,14,0,0
7010404507,2,17,0,0,13,19,0,0
7010404508,0,22,0,1,21,22,0,0
7010404601,0,16,0,1,16,16,0,0
7010404602,8,1,0,1,9,9,0,0
7010404603,15,1,0,1,16,16,0,0
7010404604,0,17,0,1,17,17,0,0
7010404605,11,1,0,1,12,12,0,0
7010404606,0,13,0,1,13,13,0,0
7010404701,9,4,0,1,12,13,20,4
7010404702,11,0,0,1,11,11,0,0
7010404703,1,10,0,1,11,11,0,0
7010404704,7,0,0,1,7,7,0,0
7010404705,0,11,0,1,11,11,0,0
7010404706,12,0,0,0,10,12,0,0
7010404707,2,11,0,1,8,13,0,0
7010404708,8,0,0,1,8,8,0,0
7010404709,4,8,0,1,12,12,0,0
7010404710,16,0,0,1,16,16,0,0
7010404711,1,11,0,1,12,12,15,1
7010404712,0,11,0,1,11,11,0,0
7010404713,3,9,0,1,9,12,45,3
7010404801,7,8,0,1,10,15,0,0
7010404802,10,0,0,1,8,10,0,0
7010404803,4,5,0,1,7,9,0,0
7010404804,11,0,0,1,5,11,0,0
7010404805,0,12,0,1,11,12,0,0
7010404806,7,1,0,1,7,8,2,1
7010404807,3,7,0,1,7,10,0,0
7010404808,12,0,0,1,10,12,0,0
7010404809,2,8,0,1,9,10,0,0
7010404810,10,1,0,1,9,11,0,0
7010404811,2,9,0,1,6,11,0,0
7010404901,16,2,0,1,13,18,0,0
7010404902,0,12,0,1,10,12,0,0
7010404903,0,14,0,1,14,14,0,0
7010404904,3,40,0,1,39,43,869,29
7010404905,0,16,0,1,15,16,0,0
7010405001,0,12,0,1,11,12,0,0
7010405002,1,18,0,1,19,19,0,0
7010405101,1,12,0,1,12,13,30,6
7010405201,0,16,0,1,14,16,0,0
7010405202,2,15,0,1,14,17,109,15
7010405203,0,13,0,1,13,13,0,0
7010405204,1,15,0,1,15,16,0,0
7010405301,0,16,0,1,16,16,0,0
7010405302,0,19,0,1,16,19,141,18
7010405303,0,12,0,1,12,12,0,0
7010405401,10,8,0,1,13,18,60,1
7010405402,0,30,0,1,25,30,140,7
7010405403,0,5,0,1,5,5,0,0
7010405404,0,9,0,1,9,9,0,0
7010405405,0,6,0,1,5,6,0,0
7010405406,1,7,0,1,8,8,0,0
7010405407,0,5,0,1,5,5,0,0
7010405501,3,11,0,1,11,14,0,0
7010405502,0,16,0,1,15,16,0,0
7010405503,4,21,0,1,19,25,2,1
7010405504,1,13,0,1,11,14,0,0
7010405505,5,20,0,1,23,25,0,0
7010405506,0,5,0,1,5,5,0,0
7010405507,0,13,0,1,13,13,0,0
7010405601,5,5,0,1,9,10,0,0
7010405602,1,16,0,1,14,17,0,0
7010405603,0,8,0,1,5,8,0,0
7010405604,0,13,0,1,12,13,11,4
7010405605,0,19,0,1,18,19,0,0
7010405606,1,5,0,1,5,6,0,0
7010405901,0,18,0,1,15,18,0,0
7010405902,6,12,0,1,15,18,0,0
7010406001,0,16,0,1,16,16,0,0
7010406101,1,18,0,1,15,19,0,0
7010406102,1,3,0,1,2,4,20,1
7010406103,0,5,0,1,4,5,0,0
7010406104,1,11,0,1,12,12,0,0
7010406105,0,14,0,1,13,14,33,2
7010406201,4,5,0,1,6,9,0,0
7010406202,0,15,0,1,12,15,33,4
7010406203,9,1,0,1,9,10,0,0
7010406204,0,11,0,1,10,11,0,0
7010406205,4,12,0,1,15,16,0,0
7010406206,4,1,0,1,2,5,0,0
7010406207,0,5,0,1,5,5,0,0
7010406208,0,4,0,1,0,4,0,0
7010406301,0,14,0,1,12,14,0,0
7010406302,0,12,0,1,10,12,0,0
7010406401,0,21,0,1,20,21,0,0
7010406402,0,4,0,1,4,4,0,0
7010406403,6,14,0,1,11,20,0,0
7010406404,4,3,0,1,6,7,0,0
7010406405,0,13,0,1,12,13,0,0
7010406406,5,9,0,1,13,14,0,0
7010406407,4,4,0,1,8,8,0,0
7010406408,5,14,0,1,17,19,0,0
7010406501,4,6,0,1,9,10,0,0
7010406502,1,15,0,1,16,16,0,0
7010406503,9,2,0,0,6,11,0,0
7010406504,0,19,0,1,16,19,0,0
7010406505,5,4,0,1,4,9,0,0
7010406506,0,17,0,1,14,17,0,0
7010406601,0,8,0,1,7,8,0,0
7010406602,2,2,0,0,4,4,0,0
7010406603,1,9,0,1,9,10,72,9
7010406604,2,17,0,1,17,19,0,0
7010406605,1,11,0,1,12,12,0,0
7010406606,0,5,0,1,5,5,6,1
7010406607,0,6,0,1,6,6,0,0
7010406608,0,5,0,1,5,5,0,0
7010406609,0,5,0,1,4,5,0,0
7010406701,2,4,0,1,6,6,0,0
7010406702,0,8,0,1,8,8,0,0
7010406703,0,10,0,1,10,10,15,1
7010406704,3,2,0,1,4,5,0,0
7010406705,0,18,0,1,17,18,0,0
7010406706,1,15,0,1,15,16,3,1
7010406801,5,0,0,1,5,5,0,0
7010406802,0,2,0,1,2,2,0,0
7010406803,0,4,0,1,4,4,0,0
7010406804,4,15,0,1,16,19,0,0
7010406805,8,15,0,1,21,23,5,1
7010406806,0,6,0,1,6,6,0,0
7010407001,0,11,0,1,8,11,0,0
7010407002,1,6,0,1,5,7,0,0
7010407003,0,5,0,1,5,5,0,0
7010407004,1,3,0,1,1,4,0,0
7010407005,1,4,0,1,5,5,0,0
7010407006,2,8,0,1,7,10,0,0
7010407101,1,13,0,1,14,14,15,1
7010407102,6,3,0,1,6,9,0,0
7010407103,0,5,0,1,4,5,0,0
7010407104,3,2,0,1,4,5,0,0
7010407105,11,3,0,1,10,14,0,0
7010407106,7,5,0,1,6,12,0,0
7010407201,0,7,0,1,6,7,0,0
7010407202,3,3,0,1,2,6,0,0
7010407203,0,7,0,1,7,7,0,0
7010407204,1,3,0,1,2,4,0,0
7010407205,3,2,0,1,4,5,0,0
7010407206,0,5,0,1,5,5,0,0
7010407207,0,12,0,1,10,12,0,0
7010407208,6,3,0,1,7,9,0,0
7010501201,1,2,0,0,3,3,0,0
7010600102,0,6,0,1,6,6,0,0
7010600103,0,11,0,1,5,11,0,0
7010600104,0,5,0,1,5,5,15,1
7010600105,1,7,0,1,7,8,32,8
7010600201,3,2,0,1,5,5,0,0
7010600202,0,5,0,1,1,5,0,0
7010600203,1,4,0,1,5,5,0,0
7010600204,0,10,0,1,6,10,15,1
7010600205,2,3,0,1,1,5,0,0
7010600301,0,4,0,1,4,4,4,2
7010600302,1,13,0,1,8,14,0,0
7010600303,1,10,0,1,7,11,0,0
7010600304,0,5,0,1,1,5,0,0
7010600305,2,3,0,1,0,5,19,3
7010600306,3,2,0,1,5,5,0,0
7010600401,1,4,0,1,5,5,6,1
7010601401,2,5,0,1,3,7,0,0
7010601701,0,15,0,1,9,15,0,0
7010601702,2,7,0,0,9,9,0,0
7010601703,2,5,0,1,4,7,0,0
7010601704,2,3,0,1,2,5,0,0
7010601801,1,5,0,1,6,6,0,0
7010601802,0,5,0,1,3,5,0,0
7010601803,2,10,0,1,11,12,0,0
7010601804,0,5,0,1,5,5,0,0
7010601901,0,6,0,1,3,6,0,0
7010601902,0,18,0,1,18,18,0,0
7010602102,0,5,0,1,5,5,0,0
7010602104,1,4,0,1,5,5,0,0
7010602105,0,7,0,1,2,7,0,0
7010602106,0,5,0,1,2,5,0,0
7010602301,0,5,0,1,0,5,0,0
7010602302,0,7,0,1,6,7,0,0
7010602304,0,5,0,1,5,5,0,0
7010602305,0,4,0,0,4,4,0,0
7010602306,0,7,0,1,0,7,0,0
7010602401,0,5,0,1,3,5,0,0
7010602402,1,6,0,1,7,7,0,0
7010602403,0,6,0,1,4,6,0,0
7010602501,0,5,0,1,5,5,0,0
7010602601,0,5,0,1,0,5,0,0
7010602602,2,3,0,1,5,5,50,5
7010602603,1,4,0,1,5,5,240,4
7010602604,1,4,0,1,2,5,548,4
7010602801,5,3,0,1,4,8,0,0
7010602803,0,5,0,1,5,5,0,0
7010602901,0,5,0,1,4,5,0,0
7010602902,1,4,0,1,5,5,0,0
7010603001,0,5,0,1,5,5,0,0
7010603002,1,5,0,1,3,6,0,0
7010603003,2,7,0,1,9,9,0,0
7010603004,1,3,0,1,4,4,0,0
7010603005,3,2,0,1,0,5,0,0
7010603301,3,5,0,1,6,8,0,0
7010603302,0,5,0,1,5,5,0,0
7010603303,2,3,0,1,1,5,0,0
7010603401,0,5,0,1,5,5,0,0
7010603501,0,8,0,1,6,8,0,0
7010603502,3,2,0,1,5,5,0,0
7010603503,4,3,0,1,1,7,0,0
7010603504,0,5,0,1,0,5,0,0
7010603505,0,5,0,1,4,5,0,0
7010603506,3,3,0,1,0,6,0,0
7010603507,1,5,0,1,4,6,0,0
7010603508,1,7,0,1,0,8,0,0
7010603601,4,4,0,1,0,8,0,0
7010603602,4,3,0,1,7,7,0,0
7010603701,0,5,0,1,5,5,0,0
7010603702,1,5,0,1,1,6,0,0
7010604001,0,5,0,1,5,5,0,0
7010604501,0,7,0,1,2,7,82,7
7010605201,0,15,0,1,13,15,0,0
7010605301,0,5,0,1,5,5,0,0
7010605401,0,3,0,1,2,3,0,0
7010605901,0,5,0,1,4,5,0,0
7010605902,0,5,0,1,5,5,0,0
7010605904,0,5,0,1,5,5,0,0
7010605905,0,4,0,1,4,4,0,0
7010605906,0,5,0,1,4,5,0,0
7010605907,0,5,0,1,3,5,0,0
7010605908,0,5,0,1,4,5,0,0
7010605910,2,3,0,1,5,5,0,0
7010606001,0,20,0,1,19,20,0,0
7010606002,1,4,0,1,5,5,0,0
7010606102,0,5,0,1,5,5,0,0
7010606103,0,5,0,1,4,5,1120,5
7010606104,0,3,0,1,3,3,0,0
7010606105,0,5,0,1,5,5,0,0
7010606106,0,5,0,1,5,5,0,0
7010606301,1,3,0,1,4,4,0,0
7010606401,0,11,0,0,8,11,0,0
7010606701,0,5,0,1,5,5,0,0
7010606702,0,5,0,0,5,5,0,0
7010606801,0,6,0,1,4,6,0,0
7010607001,0,5,0,1,5,5,0,0
7010900101,8,9,0,0,16,17,0,0
7010900201,23,18,0,1,39,41,300,1
7010902101,22,48,0,0,69,70,0,0
7010904501,23,28,0,1,51,51,0,0
7010904502,11,14,0,0,25,25,140,8
7010904503,17,19,0,1,36,36,12,1
7010905101,27,72,0,2,95,99,0,0
7010905601,16,53,0,1,65,69,0,0
7010905901,21,59,0,0,80,80,0,0
7010906702,27,29,0,2,54,56,54,3
7011002801,15,10,0,0,24,25,0,0
7020100601,4,0,0,0,4,4,0,0
7020100701,38,0,0,0,38,38,0,0
7020100702,1,53,0,0,53,54,43,3
7020100703,40,0,0,0,40,40,0,0
7020100704,3,32,0,0,35,35,270,1
7020100705,1,85,0,0,84,86,0,0
7020100706,91,2,0,0,92,93,0,0
7020100707,29,4,0,0,28,33,0,0
7020100902,2,50,0,0,49,52,945,45
7020100903,1,43,0,0,38,44,0,0
7020100904,29,1,0,0,26,30,0,0
7020101001,23,0,0,0,23,23,0,0
7020101002,1,69,0,0,65,70,0,0
7020101003,32,20,0,0,49,52,0,0
7020101004,52,3,0,0,52,55,285,46
7020101101,9,54,0,0,56,63,0,0
7020106901,0,65,0,0,57,65,64,2
7020106902,15,0,0,0,15,15,7,1
7020106903,39,1,0,0,39,40,0,0
7020106904,27,6,0,0,32,33,0,0
7020106905,0,26,0,0,26,26,210,1
7020107001,0,32,0,0,30,32,300,1
7020107002,37,0,0,0,35,37,559,31
7020107003,3,58,0,0,60,61,0,0
7020107004,36,1,0,0,37,37,0,0
7020107005,28,19,0,0,45,47,0,0
7020107301,31,1,0,0,28,32,91,21
7020107302,1,48,0,0,44,49,0,0
7020107303,2,29,0,0,31,31,0,0
7020107304,0,35,0,0,35,35,0,0
7020107401,0,50,0,0,46,50,0,0
7020107402,20,0,0,0,20,20,0,0
7020107403,1,33,0,0,23,34,0,0
7020107404,28,0,0,0,28,28,0,0
7020107501,12,11,0,0,23,23,435,22
7020107502,1,40,0,0,39,41,0,0
7020107503,17,29,0,0,44,46,0,0
7020107504,27,1,0,0,28,28,51,1
7020107601,0,11,0,0,11,11,0,0
7020107602,8,3,0,0,9,11,0,0
7020107603,0,21,0,0,18,21,222,13
7020107701,42,2,0,0,42,44,60,19
7020107702,28,12,0,0,38,40,0,0
7020107703,0,22,0,0,22,22,0,0
7020107704,22,13,0,0,33,35,0,0
7020107705,1,14,0,0,15,15,0,0
7020107706,37,3,0,0,37,40,0,0
7020107801,26,1,0,0,27,27,4,1
7020107802,38,12,0,0,50,50,370,2
7020107803,1,21,0,0,19,22,0,0
7020107804,35,10,0,0,45,45,0,0
7020108001,0,7,0,0,7,7,0,0
7020108002,0,15,0,0,14,15,0,0
7020108003,7,4,0,0,11,11,0,0
7020108801,0,12,0,0,12,12,0,0
7020108802,0,10,0,0,10,10,0,0
7020108803,0,38,0,0,33,38,0,0
7020108804,10,1,0,0,11,11,0,0
7020108805,32,3,0,0,32,35,0,0
7020200901,0,9,0,0,9,9,0,0
7020200902,10,1,0,0,10,11,0,0
7020201001,1,13,0,1,11,14,112,14
7020206902,0,2,0,1,2,2,0,0
7020206903,1,17,0,0,14,18,0,0
7020206904,5,5,0,0,10,10,190,10
7020206905,8,17,0,0,25,25,0,0
7020206906,2,4,0,1,6,6,0,0
7020206907,24,0,0,0,24,24,0,0
7020206908,0,21,0,0,21,21,715,21
7020207001,13,10,0,0,22,23,0,0
7020207301,8,4,0,0,12,12,0,0
7020207302,0,14,0,0,14,14,520,13
7020207501,22,0,0,0,20,22,0,0
7020207601,2,2,0,0,4,4,0,0
7020207602,7,11,0,0,14,18,280,1
7020207603,0,32,0,0,32,32,2287,30
7020207604,9,6,0,0,15,15,0,0
7020207605,0,10,0,0,10,10,41,1
7020207606,1,0,0,0,1,1,0,0
7020207607,0,30,0,0,30,30,0,0
7020207608,0,26,0,0,26,26,0,0
7020207801,0,20,0,0,20,20,0,0
7020207802,9,9,0,0,18,18,0,0
7020207803,0,46,0,0,39,46,0,0
7020207804,6,28,0,0,34,34,0,0
7020207805,0,16,0,0,15,16,134,10
7020207807,9,24,0,0,31,33,0,0
7020207808,0,7,0,0,7,7,0,0
7020208001,1,51,0,1,49,52,5,1
7020208002,0,17,0,1,17,17,595,17
7020208003,21,0,0,0,20,21,0,0
7020208004,0,16,0,0,16,16,0,0
7020208005,6,0,0,0,6,6,216,6
7020208006,7,12,0,0,19,19,0,0
7020208007,0,5,0,0,5,5,0,0
7020208501,10,8,0,0,18,18,0,0
7020208601,12,0,0,0,12,12,432,12
7020208602,0,10,0,0,10,10,0,0
7020208603,20,3,0,0,21,23,0,0
7020208801,15,19,0,0,32,34,0,0
7020208802,14,0,0,0,14,14,0,0
7020208803,6,11,0,0,15,17,680,17
7020209101,1,23,0,0,24,24,0,0
7020212901,0,32,0,0,30,32,0,0
7020300601,3,8,0,1,11,11,0,0
7020300701,3,71,0,0,74,74,8,2
7020300702,2,37,0,0,39,39,0,0
7020300703,3,27,0,0,28,30,0,0
7020300801,15,28,0,1,42,43,0,0
7020300802,0,16,0,0,15,16,0,0
7020300803,37,38,0,0,74,75,0,0
7020300804,0,11,0,0,11,11,0,0
7020300805,5,37,0,0,35,42,0,0
7020300806,3,12,0,1,15,15,197,15
7020300807,3,11,0,1,6,14,0,0
7020300808,6,8,0,1,14,14,15,1
7020300809,6,11,0,0,10,17,0,0
7020301001,2,13,0,1,15,15,0,0
7020301002,9,32,0,0,38,41,0,0
7020301003,0,9,0,1,9,9,0,0
7020301004,0,16,0,0,16,16,351,16
7020306901,0,33,0,0,32,33,363,33
7020306902,0,29,0,1,29,29,0,0
7020306903,6,84,0,0,88,90,1278,88
7020307001,0,15,0,1,15,15,0,0
7020307501,0,12,0,1,12,12,75,2
7020307601,0,11,0,1,11,11,0,0
7020307701,5,21,0,0,24,26,0,0
7020307801,18,90,0,0,107,108,0,0
7020307802,9,38,0,0,36,47,225,45
7020308001,9,57,0,1,63,66,0,0
7020308201,0,7,0,0,7,7,0,0
7020400601,14,12,0,0,26,26,0,0
7020400602,10,27,0,1,18,37,0,0
7020400603,15,0,0,1,15,15,0,0
7020400701,16,11,0,1,19,27,0,0
7020400702,0,12,0,1,6,12,0,0
7020400703,13,0,0,1,13,13,0,0
7020400704,15,9,0,1,17,24,0,0
7020400705,11,1,0,1,12,12,0,0
7020400706,9,8,0,1,14,17,0,0
7020400801,12,24,0,1,27,36,1059,27
7020400802,3,7,0,1,10,10,60,4
7020400804,22,5,0,1,27,27,0,0
7020400805,3,34,0,1,28,37,0,0
7020400901,2,3,0,1,4,5,15,1
7020400902,1,6,0,1,6,7,10,4
7020400904,0,3,0,1,3,3,6,2
7020400905,0,5,0,1,5,5,0,0
7020400906,2,7,0,1,9,9,0,0
7020400908,2,5,0,1,7,7,0,0
7020400909,3,2,0,1,4,5,0,0
7020400910,2,2,0,1,2,4,6,1
7020400911,0,5,0,1,5,5,0,0
7020401001,3,1,0,1,4,4,0,0
7020401002,0,6,0,1,6,6,0,0
7020401003,3,8,0,1,11,11,0,0
7020401004,3,7,0,1,8,10,0,0
7020401005,3,1,0,1,4,4,0,0
7020401006,0,7,0,1,7,7,0,0
7020401007,6,5,0,1,8,11,15,1
7020401101,9,2,0,1,8,11,0,0
7020401102,0,9,0,1,6,9,0,0
7020401108,8,3,0,1,7,11,0,0
7020406901,0,4,0,1,4,4,0,0
7020406902,1,3,0,1,2,4,6,2
7020406903,0,4,0,1,4,4,0,0
7020406904,0,5,0,1,4,5,0,0
7020406905,2,2,0,1,2,4,0,0
7020406906,0,2,0,1,2,2,0,0
7020406907,0,4,0,1,3,4,0,0
7020406908,1,4,0,1,4,5,0,0
7020406909,0,5,0,1,5,5,0,0
7020406910,0,4,0,1,4,4,0,0
7020407001,2,4,0,1,6,6,0,0
7020407301,0,6,0,1,6,6,0,0
7020407302,2,3,0,1,4,5,0,0
7020407303,0,5,0,1,5,5,0,0
7020407304,0,5,0,1,3,5,0,0
7020407305,0,6,0,1,6,6,72,6
7020407306,4,1,0,1,2,5,0,0
7020407307,1,12,0,1,11,13,31,1
7020407308,0,5,0,1,5,5,0,0
7020407309,1,4,0,1,5,5,0,0
7020407401,0,6,0,1,4,6,0,0
7020407402,3,2,0,1,4,5,0,0
7020407403,2,4,0,1,5,6,50,4
7020407404,0,7,0,1,5,7,0,0
7020407405,2,4,0,1,6,6,0,0
7020407406,0,12,0,1,5,12,0,0
7020407407,4,5,0,1,8,9,0,0
7020407408,0,5,0,1,3,5,0,0
7020407409,2,2,0,1,4,4,0,0
7020407410,0,10,0,1,8,10,0,0
7020407411,3,3,0,1,4,6,0,0
7020407412,0,10,0,0,8,10,0,0
7020407413,5,4,0,1,9,9,0,0
7020407501,1,5,0,1,5,6,48,6
7020407502,3,2,0,1,5,5,0,0
7020407503,0,5,0,1,4,5,0,0
7020407504,1,4,0,1,5,5,0,0
7020407505,3,2,0,1,5,5,20,1
7020407506,5,1,0,1,6,6,19,2
7020407507,1,4,0,1,3,5,0,0
7020407508,0,5,0,1,4,5,0,0
7020407509,2,10,0,1,9,12,0,0
7020407510,1,7,0,1,7,8,0,0
7020407511,1,4,0,1,5,5,0,0
7020407512,1,3,0,0,4,4,0,0
7020407513,1,4,0,1,4,5,0,0
7020407514,5,4,0,1,6,9,0,0
7020407601,1,3,0,1,3,4,0,0
7020407602,1,4,0,1,5,5,0,0
7020407603,0,3,0,1,3,3,0,0
7020407604,2,1,0,1,3,3,15,1
7020407605,1,2,0,1,3,3,0,0
7020407606,2,2,0,1,3,4,0,0
7020407607,1,2,0,1,3,3,0,0
7020407608,1,3,0,1,4,4,19,2
7020407609,1,4,0,1,5,5,0,0
7020407610,0,2,0,1,2,2,0,0
7020407701,4,6,0,1,10,10,0,0
7020407702,2,4,0,1,1,6,0,0
7020407703,2,1,0,1,3,3,0,0
7020407704,1,3,0,1,3,4,0,0
7020407801,2,3,0,1,5,5,0,0
7020407802,7,0,0,1,5,7,0,0
7020407803,0,13,0,1,13,13,0,0
7020407804,0,4,0,1,4,4,10,1
7020407805,0,2,0,1,2,2,0,0
7020408001,2,1,0,1,3,3,0,0
7020408002,2,2,0,1,4,4,5,1
7020408003,1,1,0,1,2,2,0,0
7020408004,0,3,0,1,3,3,0,0
7020408005,4,1,0,1,4,5,15,1
7020408006,2,1,0,1,3,3,0,0
7020408007,1,2,0,1,3,3,0,0
7020408008,1,1,0,1,2,2,10,2
7020408501,1,1,0,0,2,2,0,0
7020408502,2,2,0,1,4,4,0,0
7020408503,0,3,0,1,3,3,0,0
7020408701,2,3,0,1,4,5,0,0
7020408801,0,4,0,1,4,4,0,0
7020408802,4,1,0,1,3,5,0,0
7020408803,0,6,0,1,6,6,0,0
7020408804,4,0,0,1,3,4,0,0
7020408805,2,6,0,1,7,8,0,0
7020408806,4,2,0,1,5,6,0,0
7020408807,1,3,0,1,4,4,0,0
7020408808,3,2,0,1,4,5,0,0
7020408809,2,4,0,1,6,6,0,0
7020408810,0,5,0,1,3,5,0,0
7020408811,1,3,0,1,4,4,0,0
7020408812,1,4,0,1,5,5,0,0
7020409001,0,5,0,1,3,5,0,0
7020409002,4,0,0,1,4,4,0,0
7020409003,0,5,0,1,5,5,0,0
7020409004,1,3,0,1,3,4,15,1
7020409005,3,0,0,1,3,3,0,0
7020508001,0,5,0,1,5,5,0,0
7020508501,0,9,0,1,9,9,0,0
7020508801,0,1,0,0,1,1,0,0
7020600602,2,10,0,1,6,12,0,0
7020600603,1,4,0,1,1,5,0,0
7020600604,0,6,0,1,6,6,0,0
7020600605,3,5,0,1,2,8,40,8
7020600606,0,5,0,1,5,5,0,0
